Hub,Spoke,date,Device sample,Value,Overlap index
San Benito,San Mateo,2/15/20,33525,0.078479628,113.1470967
San Benito,Santa Clara,2/15/20,60121,0.671588734,101.7004104
San Benito,Santa Cruz,2/15/20,6672,0.125512715,90.76494229
San Benito,Solano,2/15/20,21078,0.029258955,95.08887006
San Benito,Sonoma,2/15/20,13046,0.015313098,130.3246428
San Benito,Yolo,2/15/20,15074,0.016133443,89.44827216
San Francisco,Alameda,2/15/20,61547,0.321740298,101.2454393
San Francisco,Contra Costa,2/15/20,43926,0.178360414,100.1508541
San Francisco,Marin,2/15/20,8411,0.092285484,104.6025012
San Francisco,Napa,2/15/20,8164,0.043003894,104.870505
San Francisco,Sacramento,2/15/20,56100,0.039277561,106.7146519
San Francisco,San Benito,2/15/20,3657,0.004431315,114.7441556
San Francisco,San Joaquin,2/15/20,27926,0.02437223,108.3195802
San Francisco,San Mateo,2/15/20,33525,0.444977843,101.2852837
San Francisco,Santa Clara,2/15/20,60121,0.09617967,104.0726009
San Francisco,Santa Cruz,2/15/20,6672,0.007452666,112.8860644
San Francisco,Solano,2/15/20,21078,0.072176715,104.3913346
San Francisco,Sonoma,2/15/20,13046,0.033906271,104.348595
San Francisco,Yolo,2/15/20,15074,0.043843158,110.6187436
San Joaquin,Alameda,2/15/20,61547,0.241101482,105.0907828
San Joaquin,Contra Costa,2/15/20,43926,0.08615627,107.8778128
San Joaquin,Marin,2/15/20,8411,0.008415097,113.1721347
San Joaquin,Napa,2/15/20,8164,0.010814295,105.5615627
San Joaquin,Sacramento,2/15/20,56100,0.182482275,101.7589634
San Joaquin,San Benito,2/15/20,3657,0.008128626,108.9563824
San Joaquin,San Francisco,2/15/20,29788,0.025997279,111.2139661
San Joaquin,San Mateo,2/15/20,33525,0.029005228,104.1313445
San Joaquin,Santa Clara,2/15/20,60121,0.064384445,103.1176459
San Joaquin,Santa Cruz,2/15/20,6672,0.006338179,116.5805807
San Joaquin,Solano,2/15/20,21078,0.032908401,104.0476816
San Joaquin,Sonoma,2/15/20,13046,0.008200244,112.494337
San Joaquin,Yolo,2/15/20,15074,0.030043687,99.58676889
San Mateo,Alameda,2/15/20,61547,0.237375093,101.5364886
San Mateo,Contra Costa,2/15/20,43926,0.091961223,103.1243748
San Mateo,Marin,2/15/20,8411,0.035376585,107.9733921
San Mateo,Napa,2/15/20,8164,0.021715138,108.3684865
San Mateo,Sacramento,2/15/20,56100,0.026726324,109.4539785
San Mateo,San Benito,2/15/20,3657,0.008560776,114.6410285
San Mateo,San Francisco,2/15/20,29788,0.395376585,102.1748465
San Mateo,San Joaquin,2/15/20,27926,0.024161074,102.234739
San Mateo,Santa Clara,2/15/20,60121,0.293571961,101.5575932
San Mateo,Santa Cruz,2/15/20,6672,0.014108874,110.7326417
San Mateo,Solano,2/15/20,21078,0.041759881,110.0421905
San Mateo,Sonoma,2/15/20,13046,0.015779269,108.8488159
San Mateo,Yolo,2/15/20,15074,0.028038777,115.6083423
Santa Clara,Alameda,2/15/20,61547,0.186540477,100.9525401
Santa Clara,Contra Costa,2/15/20,43926,0.049400376,106.0135041
Santa Clara,Marin,2/15/20,8411,0.008715757,111.960074
Santa Clara,Napa,2/15/20,8164,0.003842251,100.0210498
Santa Clara,Sacramento,2/15/20,56100,0.020525274,108.6147326
Santa Clara,San Benito,2/15/20,3657,0.040850951,103.4017706
Santa Clara,San Francisco,2/15/20,29788,0.047653898,105.2120506
Santa Clara,San Joaquin,2/15/20,27926,0.029906356,101.5612561
Santa Clara,San Mateo,2/15/20,33525,0.163703199,101.927137
Santa Clara,Santa Cruz,2/15/20,6672,0.039420502,104.0515056
Santa Clara,Solano,2/15/20,21078,0.022188586,110.5756906
Santa Clara,Sonoma,2/15/20,13046,0.005405765,115.1216413
Santa Clara,Yolo,2/15/20,15074,0.017165383,114.9297689
Santa Cruz,Alameda,2/15/20,61547,0.095473621,113.0273719
Santa Cruz,Contra Costa,2/15/20,43926,0.045563549,118.5415616
Santa Cruz,Marin,2/15/20,8411,0.009892086,102.8719075
Santa Cruz,Napa,2/15/20,8164,0.001948441,82.51248821
Santa Cruz,Sacramento,2/15/20,56100,0.023231415,108.4632902
Santa Cruz,San Benito,2/15/20,3657,0.068794964,93.31614053
Santa Cruz,San Francisco,2/15/20,29788,0.033273381,115.4270117
Santa Cruz,San Joaquin,2/15/20,27926,0.026528777,116.2816712
Santa Cruz,San Mateo,2/15/20,33525,0.070893285,112.3024973
Santa Cruz,Santa Clara,2/15/20,60121,0.355215827,105.3126402
Santa Cruz,Solano,2/15/20,21078,0.022332134,112.4950369
Santa Cruz,Sonoma,2/15/20,13046,0.005395683,113.8369325
Santa Cruz,Yolo,2/15/20,15074,0.018285372,108.2638256
Solano,Alameda,2/15/20,61547,0.244899896,108.1860816
Solano,Contra Costa,2/15/20,43926,0.37717051,105.7548275
Solano,Marin,2/15/20,8411,0.048676345,105.8343824
Solano,Napa,2/15/20,8164,0.269854825,101.3373079
Solano,Sacramento,2/15/20,56100,0.27127811,105.0613203
Solano,San Benito,2/15/20,3657,0.005076383,96.76849649
Solano,San Francisco,2/15/20,29788,0.102002087,105.4197856
Solano,San Joaquin,2/15/20,27926,0.043599962,102.2868345
Solano,San Mateo,2/15/20,33525,0.066419964,110.2092521
Solano,Santa Clara,2/15/20,60121,0.063288737,110.4990347
Solano,Santa Cruz,2/15/20,6672,0.007068982,110.9827052
Solano,Sonoma,2/15/20,13046,0.077569029,103.3914558
Solano,Yolo,2/15/20,15074,0.342916785,107.3338605
Sonoma,Alameda,2/15/20,61547,0.069216618,106.9337079
Sonoma,Contra Costa,2/15/20,43926,0.087843017,104.7303459
Sonoma,Marin,2/15/20,8411,0.221063928,103.1876575
Sonoma,Napa,2/15/20,8164,0.136133681,102.6682671
Sonoma,Sacramento,2/15/20,56100,0.050973478,106.7193723
Sonoma,San Benito,2/15/20,3657,0.004292503,133.2501927
Sonoma,San Francisco,2/15/20,29788,0.077418366,106.3953642
Sonoma,San Joaquin,2/15/20,27926,0.017553273,111.7229005
Sonoma,San Mateo,2/15/20,33525,0.040548827,110.0353167
Sonoma,Santa Clara,2/15/20,60121,0.02491185,115.9248877
Sonoma,Santa Cruz,2/15/20,6672,0.002759467,113.1745188
Sonoma,Solano,2/15/20,21078,0.12532577,104.3923927
Sonoma,Yolo,2/15/20,15074,0.051510041,103.8335909
Yolo,Alameda,2/15/20,61547,0.201804431,113.5522627
Yolo,Contra Costa,2/15/20,43926,0.248507364,113.3729324
Yolo,Marin,2/15/20,8411,0.030914157,114.7469227
Yolo,Napa,2/15/20,8164,0.137853257,107.0964837
Yolo,Sacramento,2/15/20,56100,0.653708372,101.1144867
Yolo,San Benito,2/15/20,3657,0.003914024,91.15808287
Yolo,San Francisco,2/15/20,29788,0.086639246,111.4741361
Yolo,San Joaquin,2/15/20,27926,0.05565875,97.63129001
Yolo,San Mateo,2/15/20,33525,0.062359029,115.6080045
Yolo,Santa Clara,2/15/20,60121,0.068462253,114.7080436
Yolo,Santa Cruz,2/15/20,6672,0.008093406,106.6216096
Yolo,Solano,2/15/20,21078,0.479501128,107.1403296
Yolo,Sonoma,2/15/20,13046,0.044580072,102.6439361
Alameda,did not enter other counties,2/15/20,61547,0.401416803,98.47283195
Contra Costa,did not enter other counties,2/15/20,43926,0.454559942,96.53432934
Marin,did not enter other counties,2/15/20,8411,0.352990132,99.02428987
Napa,did not enter other counties,2/15/20,8164,0.220970113,92.78516102
Sacramento,did not enter other counties,2/15/20,56100,0.739625668,99.01209321
San Benito,did not enter other counties,2/15/20,3657,0.288214383,96.23867732
San Francisco,did not enter other counties,2/15/20,29788,0.319054653,98.13050376
San Joaquin,did not enter other counties,2/15/20,27926,0.597758361,97.95963125
San Mateo,did not enter other counties,2/15/20,33525,0.317017151,97.0856618
Santa Clara,did not enter other counties,2/15/20,60121,0.640258811,99.27731883
Santa Cruz,did not enter other counties,2/15/20,6672,0.605815348,96.45585966
Solano,did not enter other counties,2/15/20,21078,0.338219945,95.1982373
Sonoma,did not enter other counties,2/15/20,13046,0.672543308,98.45512488
Yolo,did not enter other counties,2/15/20,15074,0.204325328,90.96914691
Alameda,Contra Costa,2/16/20,43781,0.334947299,103.414341
Alameda,Marin,2/16/20,8930,0.036511858,113.1115032
Alameda,Napa,2/16/20,8783,0.039509223,112.9328381
Alameda,Sacramento,2/16/20,54071,0.067819499,126.550825
Alameda,San Benito,2/16/20,3900,0.010853096,129.6539149
Alameda,San Francisco,2/16/20,28857,0.157394598,112.024237
Alameda,San Joaquin,2/16/20,27847,0.12483531,111.0652946
Alameda,San Mateo,2/16/20,31929,0.127289196,108.894823
Alameda,Santa Clara,2/16/20,57746,0.200576416,106.1724579
Alameda,Santa Cruz,2/16/20,7259,0.014608037,113.5181792
Alameda,Solano,2/16/20,21807,0.09726614,118.0026237
Alameda,Sonoma,2/16/20,13322,0.017523057,105.7191666
Alameda,Yolo,2/16/20,14446,0.056027668,127.6112977
Contra Costa,Alameda,2/16/20,60720,0.464539412,106.2813849
Contra Costa,Marin,2/16/20,8930,0.056417167,112.9178367
Contra Costa,Napa,2/16/20,8783,0.073570727,110.9157251
Contra Costa,Sacramento,2/16/20,54071,0.097142596,121.2956777
Contra Costa,San Benito,2/16/20,3900,0.006806606,132.3951843
Contra Costa,San Francisco,2/16/20,28857,0.126950047,115.3960682
Contra Costa,San Joaquin,2/16/20,27847,0.059158082,110.8285921
Contra Costa,San Mateo,2/16/20,31929,0.073799137,113.9209505
Contra Costa,Santa Clara,2/16/20,57746,0.083483703,114.7592012
Contra Costa,Santa Cruz,2/16/20,7259,0.00906786,122.1290231
Contra Costa,Solano,2/16/20,21807,0.197345881,112.2727527
Contra Costa,Sonoma,2/16/20,13322,0.031063703,109.1350708
Contra Costa,Yolo,2/16/20,14446,0.095361001,123.7427464
Marin,Alameda,2/16/20,60720,0.248264278,108.4938248
Marin,Contra Costa,2/16/20,43781,0.276595745,105.4177673
Marin,Napa,2/16/20,8783,0.106270997,112.9492828
Marin,Sacramento,2/16/20,54071,0.056326988,118.7164273
Marin,San Benito,2/16/20,3900,0.007390817,124.8784842
Marin,San Francisco,2/16/20,28857,0.363157895,112.233129
Marin,San Joaquin,2/16/20,27847,0.028107503,111.5934485
Marin,San Mateo,2/16/20,31929,0.163045913,117.1891674
Marin,Santa Clara,2/16/20,57746,0.088801792,122.7594142
Marin,Santa Cruz,2/16/20,7259,0.009742441,121.7340832
Marin,Solano,2/16/20,21807,0.1268757,108.830931
Marin,Sonoma,2/16/20,13322,0.370548712,102.8284082
Marin,Yolo,2/16/20,14446,0.063829787,121.1737107
Napa,Alameda,2/16/20,60720,0.273141296,109.4764566
Napa,Contra Costa,2/16/20,43781,0.366731185,104.5900859
Napa,Marin,2/16/20,8930,0.108049641,114.1029719
Napa,Sacramento,2/16/20,54071,0.248206763,110.4116424
Napa,San Benito,2/16/20,3900,0.003757258,116.7791977
Napa,San Francisco,2/16/20,28857,0.180576113,116.5004186
Napa,San Joaquin,2/16/20,27847,0.034726176,117.6455134
Napa,San Mateo,2/16/20,31929,0.095411591,117.186966
Napa,Santa Clara,2/16/20,57746,0.035978595,113.41964
Napa,Santa Cruz,2/16/20,7259,0.00307412,117.4477622
Napa,Solano,2/16/20,21807,0.706933849,102.2549325
Napa,Sonoma,2/16/20,13322,0.228054196,110.2714
Napa,Yolo,2/16/20,14446,0.289764317,110.9506704
Sacramento,Alameda,2/16/20,60720,0.076159124,128.7034583
Sacramento,Contra Costa,2/16/20,43781,0.078655841,120.383165
Sacramento,Marin,2/16/20,8930,0.009302584,125.7406068
Sacramento,Napa,2/16/20,8783,0.040317361,115.9761297
Sacramento,San Benito,2/16/20,3900,0.003181003,132.440888
Sacramento,San Francisco,2/16/20,28857,0.027038523,128.6332702
Sacramento,San Joaquin,2/16/20,27847,0.105694365,109.9184803
Sacramento,San Mateo,2/16/20,31929,0.01923397,135.9832825
Sacramento,Santa Clara,2/16/20,57746,0.030552422,135.0440668
Sacramento,Santa Cruz,2/16/20,7259,0.003458416,118.2336938
Sacramento,Solano,2/16/20,21807,0.116753898,112.7020641
Sacramento,Sonoma,2/16/20,13322,0.014240536,115.650193
Sacramento,Yolo,2/16/20,14446,0.176194263,105.873087
San Benito,Alameda,2/16/20,60720,0.168974359,122.226936
San Benito,Contra Costa,2/16/20,43781,0.076410256,121.6864364
San Benito,Marin,2/16/20,8930,0.016923077,122.4042138
San Benito,Napa,2/16/20,8783,0.008461538,113.2935508
San Benito,Sacramento,2/16/20,54071,0.044102564,121.7457841
San Benito,San Francisco,2/16/20,28857,0.043333333,143.683874
San Benito,San Joaquin,2/16/20,27847,0.069230769,117.0806366
San Benito,San Mateo,2/16/20,31929,0.081025641,126.3855544
San Benito,Santa Clara,2/16/20,57746,0.691025641,104.7876912
San Benito,Santa Cruz,2/16/20,7259,0.137948718,102.2034132
San Benito,Solano,2/16/20,21807,0.034102564,119.9052007
San Benito,Sonoma,2/16/20,13322,0.012051282,119.0080323
San Benito,Yolo,2/16/20,14446,0.022051282,132.4865616
San Francisco,Alameda,2/16/20,60720,0.331184808,106.2912421
San Francisco,Contra Costa,2/16/20,43781,0.192604914,106.6347269
San Francisco,Marin,2/16/20,8930,0.112381744,111.0628599
San Francisco,Napa,2/16/20,8783,0.054960668,114.0982511
San Francisco,Sacramento,2/16/20,54071,0.050663617,120.4929116
San Francisco,San Benito,2/16/20,3900,0.005856465,145.0095858
San Francisco,San Joaquin,2/16/20,27847,0.029802128,117.6665402
San Francisco,San Mateo,2/16/20,31929,0.46841321,103.1776665
San Francisco,Santa Clara,2/16/20,57746,0.115847108,107.3244064
San Francisco,Santa Cruz,2/16/20,7259,0.010118862,114.8506995
San Francisco,Solano,2/16/20,21807,0.090272724,118.2022115
San Francisco,Sonoma,2/16/20,13322,0.046435873,116.4038149
San Francisco,Yolo,2/16/20,14446,0.053921059,124.3482411
San Joaquin,Alameda,2/16/20,60720,0.272201673,111.8989386
San Joaquin,Contra Costa,2/16/20,43781,0.093008224,108.7231995
San Joaquin,Marin,2/16/20,8930,0.009013538,117.1676967
San Joaquin,Napa,2/16/20,8783,0.010952706,122.0667452
San Joaquin,Sacramento,2/16/20,54071,0.20522857,108.7069418
San Joaquin,San Benito,2/16/20,3900,0.009695838,125.8351425
San Joaquin,San Francisco,2/16/20,28857,0.030883039,124.2347272
San Joaquin,San Mateo,2/16/20,31929,0.035228211,121.71713
San Joaquin,Santa Clara,2/16/20,57746,0.087442094,118.0619548
San Joaquin,Santa Cruz,2/16/20,7259,0.007900312,110.608098
San Joaquin,Solano,2/16/20,21807,0.037813768,117.2809742
San Joaquin,Sonoma,2/16/20,13322,0.00632025,95.06329507
San Joaquin,Yolo,2/16/20,14446,0.033540417,115.8525193
San Mateo,Alameda,2/16/20,60720,0.242068339,107.2742001
San Mateo,Contra Costa,2/16/20,43781,0.101193273,109.3291157
San Mateo,Marin,2/16/20,8930,0.045601178,120.3384863
San Mateo,Napa,2/16/20,8783,0.026245733,119.065749
San Mateo,Sacramento,2/16/20,54071,0.03257227,132.0703699
San Mateo,San Benito,2/16/20,3900,0.009896959,132.135316
San Mateo,San Francisco,2/16/20,28857,0.423345548,107.2597816
San Mateo,San Joaquin,2/16/20,27847,0.03072442,119.1963408
San Mateo,Santa Clara,2/16/20,57746,0.28068527,102.8270259
San Mateo,Santa Cruz,2/16/20,7259,0.018102665,110.7114929
San Mateo,Solano,2/16/20,21807,0.0478875,123.0522107
San Mateo,Sonoma,2/16/20,13322,0.019512042,123.8045554
San Mateo,Yolo,2/16/20,14446,0.030818378,132.8022577
Santa Clara,Alameda,2/16/20,60720,0.210906383,107.0663843
Santa Clara,Contra Costa,2/16/20,43781,0.063294427,112.721017
Santa Clara,Marin,2/16/20,8930,0.013732553,128.5931474
Santa Clara,Napa,2/16/20,8783,0.005472241,117.8652404
Santa Clara,Sacramento,2/16/20,54071,0.028608042,133.8145787
Santa Clara,San Benito,2/16/20,3900,0.046669899,113.0183096
Santa Clara,San Francisco,2/16/20,28857,0.057891456,113.9114268
Santa Clara,San Joaquin,2/16/20,27847,0.042167423,118.1512077
Santa Clara,San Mateo,2/16/20,31929,0.155196897,105.3067924
Santa Clara,Santa Cruz,2/16/20,7259,0.048644062,105.6736456
Santa Clara,Solano,2/16/20,21807,0.028313649,126.4723559
Santa Clara,Sonoma,2/16/20,13322,0.007117376,125.4854143
Santa Clara,Yolo,2/16/20,14446,0.020503585,135.8482603
Santa Cruz,Alameda,2/16/20,60720,0.12219314,112.8909245
Santa Cruz,Contra Costa,2/16/20,43781,0.054690729,118.5117682
Santa Cruz,Marin,2/16/20,8930,0.011985122,126.4650052
Santa Cruz,Napa,2/16/20,8783,0.003719521,121.3724856
Santa Cruz,Sacramento,2/16/20,54071,0.025761124,115.5568063
Santa Cruz,San Benito,2/16/20,3900,0.074114892,108.7127156
Santa Cruz,San Francisco,2/16/20,28857,0.040225926,120.2807059
Santa Cruz,San Joaquin,2/16/20,27847,0.030307205,109.1692756
Santa Cruz,San Mateo,2/16/20,31929,0.079625293,111.7079369
Santa Cruz,Santa Clara,2/16/20,57746,0.386967902,104.1764546
Santa Cruz,Solano,2/16/20,21807,0.024245764,118.8960377
Santa Cruz,Sonoma,2/16/20,13322,0.004683841,99.50785312
Santa Cruz,Yolo,2/16/20,14446,0.019837443,125.8753055
Solano,Alameda,2/16/20,60720,0.270830467,116.4482325
Solano,Contra Costa,2/16/20,43781,0.396203054,107.8213229
Solano,Marin,2/16/20,8930,0.051955794,111.9107309
Solano,Napa,2/16/20,8783,0.284725088,104.1360086
Solano,Sacramento,2/16/20,54071,0.289494199,109.1100531
Solano,San Benito,2/16/20,3900,0.006098959,126.2782164
Solano,San Francisco,2/16/20,28857,0.119457055,122.5965863
Solano,San Joaquin,2/16/20,27847,0.048287247,114.8895572
Solano,San Mateo,2/16/20,31929,0.070115101,123.1550722
Solano,Santa Clara,2/16/20,57746,0.074975925,123.9261864
Solano,Santa Cruz,2/16/20,7259,0.008070803,117.7233215
Solano,Sonoma,2/16/20,13322,0.085614711,108.5135774
Solano,Yolo,2/16/20,14446,0.348190948,109.571481
Sonoma,Alameda,2/16/20,60720,0.079867888,106.0274345
Sonoma,Contra Costa,2/16/20,43781,0.102086774,106.5138495
Sonoma,Marin,2/16/20,8930,0.248386128,107.6483493
Sonoma,Napa,2/16/20,8783,0.1503528,113.9826528
Sonoma,Sacramento,2/16/20,54071,0.057799129,113.8614765
Sonoma,San Benito,2/16/20,3900,0.003527999,126.7697328
Sonoma,San Francisco,2/16/20,28857,0.100585498,122.7120204
Sonoma,San Joaquin,2/16/20,27847,0.01321123,94.65034691
Sonoma,San Mateo,2/16/20,31929,0.04676475,125.8543031
Sonoma,Santa Clara,2/16/20,57746,0.030851224,124.8903935
Sonoma,Santa Cruz,2/16/20,7259,0.002552169,100.322877
Sonoma,Solano,2/16/20,21807,0.140144123,110.2959893
Sonoma,Yolo,2/16/20,14446,0.063053596,118.0493017
Yolo,Alameda,2/16/20,60720,0.235497716,126.067296
Yolo,Contra Costa,2/16/20,43781,0.289007338,119.1798553
Yolo,Marin,2/16/20,8930,0.039457289,124.4786861
Yolo,Napa,2/16/20,8783,0.176173335,112.9765922
Yolo,Sacramento,2/16/20,54071,0.659490516,102.4320463
Yolo,San Benito,2/16/20,3900,0.005953205,139.6136508
Yolo,San Francisco,2/16/20,28857,0.107711477,128.9442806
Yolo,San Joaquin,2/16/20,27847,0.064654576,113.5195942
Yolo,San Mateo,2/16/20,31929,0.068115741,132.9628869
Yolo,Santa Clara,2/16/20,57746,0.081960404,133.3095087
Yolo,Santa Cruz,2/16/20,7259,0.009968157,124.7881852
Yolo,Solano,2/16/20,21807,0.525612626,109.6310985
Yolo,Sonoma,2/16/20,13322,0.058147584,116.2294331
Alameda,did not enter other counties,2/16/20,60720,0.390909091,94.62667639
Contra Costa,did not enter other counties,2/16/20,43781,0.441036066,94.60291968
Marin,did not enter other counties,2/16/20,8930,0.304479283,92.14171775
Napa,did not enter other counties,2/16/20,8783,0.213139019,93.37171456
Sacramento,did not enter other counties,2/16/20,54071,0.722938359,97.77279887
San Benito,did not enter other counties,2/16/20,3900,0.272820513,90.14753743
San Francisco,did not enter other counties,2/16/20,28857,0.300169803,93.83431128
San Joaquin,did not enter other counties,2/16/20,27847,0.560670808,94.65122921
San Mateo,did not enter other counties,2/16/20,31929,0.32312318,92.67086825
Santa Clara,did not enter other counties,2/16/20,57746,0.615263395,97.09647006
Santa Cruz,did not enter other counties,2/16/20,7259,0.578454333,97.75508582
Solano,did not enter other counties,2/16/20,21807,0.332232769,93.46221159
Sonoma,did not enter other counties,2/16/20,13322,0.641345143,97.11305808
Yolo,did not enter other counties,2/16/20,14446,0.199778485,87.99546094
Alameda,Contra Costa,2/17/20,42075,0.320994082,106.081877
Alameda,Marin,2/17/20,8568,0.037208657,119.3486149
Alameda,Napa,2/17/20,8497,0.04251922,118.0686109
Alameda,Sacramento,2/17/20,52627,0.0642127,116.7576708
Alameda,San Benito,2/17/20,3786,0.011506222,120.2645256
Alameda,San Francisco,2/17/20,26842,0.150691588,114.0992522
Alameda,San Joaquin,2/17/20,26636,0.11242429,107.2215735
Alameda,San Mateo,2/17/20,30178,0.124329671,109.4202914
Alameda,Santa Clara,2/17/20,55426,0.194078548,109.0838012
Alameda,Santa Cruz,2/17/20,7413,0.017649815,131.7851426
Alameda,Solano,2/17/20,21110,0.09392409,115.2803209
Alameda,Sonoma,2/17/20,13031,0.019350584,116.3501448
Alameda,Yolo,2/17/20,13522,0.054893181,120.0127035
Contra Costa,Alameda,2/17/20,57621,0.43959596,108.3516668
Contra Costa,Marin,2/17/20,8568,0.05506833,118.1550603
Contra Costa,Napa,2/17/20,8497,0.076387403,118.6770476
Contra Costa,Sacramento,2/17/20,52627,0.093404635,118.3215507
Contra Costa,San Benito,2/17/20,3786,0.007201426,110.7854871
Contra Costa,San Francisco,2/17/20,26842,0.121639929,117.6697724
Contra Costa,San Joaquin,2/17/20,26636,0.051717172,106.6482638
Contra Costa,San Mateo,2/17/20,30178,0.07503268,113.9123731
Contra Costa,Santa Clara,2/17/20,55426,0.084468212,117.4831896
Contra Costa,Santa Cruz,2/17/20,7413,0.010932858,135.4539169
Contra Costa,Solano,2/17/20,21110,0.190231729,114.2707132
Contra Costa,Sonoma,2/17/20,13031,0.031016043,115.7119867
Contra Costa,Yolo,2/17/20,13522,0.09164587,119.9379688
Marin,Alameda,2/17/20,57621,0.250233427,114.6173927
Marin,Contra Costa,2/17/20,42075,0.270424837,111.1445105
Marin,Napa,2/17/20,8497,0.102240896,108.8849783
Marin,Sacramento,2/17/20,52627,0.05952381,120.4118967
Marin,San Benito,2/17/20,3786,0.007469655,94.310105
Marin,San Francisco,2/17/20,26842,0.371732026,113.5459861
Marin,San Joaquin,2/17/20,26636,0.028011204,103.5622311
Marin,San Mateo,2/17/20,30178,0.174486461,112.904073
Marin,Santa Clara,2/17/20,55426,0.099906629,128.2693515
Marin,Santa Cruz,2/17/20,7413,0.011321195,111.8363501
Marin,Solano,2/17/20,21110,0.120564893,108.3481997
Marin,Sonoma,2/17/20,13031,0.364028945,105.6663148
Marin,Yolo,2/17/20,13522,0.062091503,116.4501619
Napa,Alameda,2/17/20,57621,0.28833706,111.215192
Napa,Contra Costa,2/17/20,42075,0.378251147,109.4948767
Napa,Marin,2/17/20,8568,0.10309521,106.8039409
Napa,Sacramento,2/17/20,52627,0.265623161,113.0358102
Napa,San Benito,2/17/20,3786,0.002824526,120.3733002
Napa,San Francisco,2/17/20,26842,0.202071319,114.1769622
Napa,San Joaquin,2/17/20,26636,0.032599741,116.1378659
Napa,San Mateo,2/17/20,30178,0.111921855,112.3968171
Napa,Santa Clara,2/17/20,55426,0.033658938,104.2466664
Napa,Santa Cruz,2/17/20,7413,0.003648346,120.3224023
Napa,Solano,2/17/20,21110,0.716841238,103.3995426
Napa,Sonoma,2/17/20,13031,0.202542074,99.74145928
Napa,Yolo,2/17/20,13522,0.299399788,110.0486643
Sacramento,Alameda,2/17/20,57621,0.070306117,118.1859374
Sacramento,Contra Costa,2/17/20,42075,0.074676497,117.4045948
Sacramento,Marin,2/17/20,8568,0.009690843,126.6852454
Sacramento,Napa,2/17/20,8497,0.042886731,121.3513514
Sacramento,San Benito,2/17/20,3786,0.002508218,100.4319163
Sacramento,San Francisco,2/17/20,26842,0.029319551,130.0797062
Sacramento,San Joaquin,2/17/20,26636,0.092253026,104.2654794
Sacramento,San Mateo,2/17/20,30178,0.020046744,128.8620232
Sacramento,Santa Clara,2/17/20,55426,0.027172364,118.1443599
Sacramento,Santa Cruz,2/17/20,7413,0.003686321,116.7190297
Sacramento,Solano,2/17/20,21110,0.11437095,113.6101615
Sacramento,Sonoma,2/17/20,13031,0.013586182,110.4752944
Sacramento,Yolo,2/17/20,13522,0.166853516,107.0652642
San Benito,Alameda,2/17/20,57621,0.175118859,112.849648
San Benito,Contra Costa,2/17/20,42075,0.080031696,101.4264373
San Benito,Marin,2/17/20,8568,0.016904385,92.02792708
San Benito,Napa,2/17/20,8497,0.006339144,119.2599723
San Benito,Sacramento,2/17/20,52627,0.034865293,92.3127347
San Benito,San Francisco,2/17/20,26842,0.043845747,111.3314225
San Benito,San Joaquin,2/17/20,26636,0.052826202,92.72427447
San Benito,San Mateo,2/17/20,30178,0.084257792,110.4051273
San Benito,Santa Clara,2/17/20,55426,0.672213418,105.0477961
San Benito,Santa Cruz,2/17/20,7413,0.143687269,107.4069454
San Benito,Solano,2/17/20,21110,0.032752245,104.4651422
San Benito,Sonoma,2/17/20,13031,0.008188061,83.96881885
San Benito,Yolo,2/17/20,13522,0.016376123,93.13718212
San Francisco,Alameda,2/17/20,57621,0.323485582,110.0579598
San Francisco,Contra Costa,2/17/20,42075,0.190671336,111.2608671
San Francisco,Marin,2/17/20,8568,0.118657328,114.1861735
San Francisco,Napa,2/17/20,8497,0.063966918,116.9977207
San Francisco,Sacramento,2/17/20,52627,0.057484539,124.3783126
San Francisco,San Benito,2/17/20,3786,0.006184338,114.5443679
San Francisco,San Joaquin,2/17/20,26636,0.030400119,120.0220572
San Francisco,San Mateo,2/17/20,30178,0.46509202,102.5189248
San Francisco,Santa Clara,2/17/20,55426,0.114074957,109.494006
San Francisco,Santa Cruz,2/17/20,7413,0.012666716,137.0317825
San Francisco,Solano,2/17/20,21110,0.094963118,117.8451536
San Francisco,Sonoma,2/17/20,13031,0.047090381,109.5569605
San Francisco,Yolo,2/17/20,13522,0.060055137,123.0260378
San Joaquin,Alameda,2/17/20,57621,0.243204685,108.5545659
San Joaquin,Contra Costa,2/17/20,42075,0.081693948,105.7212276
San Joaquin,Marin,2/17/20,8568,0.009010362,109.4094204
San Joaquin,Napa,2/17/20,8497,0.010399459,124.4019335
San Joaquin,Sacramento,2/17/20,52627,0.182272113,104.2097086
San Joaquin,San Benito,2/17/20,3786,0.007508635,100.870664
San Joaquin,San Francisco,2/17/20,26842,0.030635231,125.6050976
San Joaquin,San Mateo,2/17/20,30178,0.032549932,118.1281735
San Joaquin,Santa Clara,2/17/20,55426,0.075574411,108.9846934
San Joaquin,Santa Cruz,2/17/20,7413,0.009273164,118.0234375
San Joaquin,Solano,2/17/20,21110,0.031648896,106.4252635
San Joaquin,Sonoma,2/17/20,13031,0.007133203,106.5476406
San Joaquin,Yolo,2/17/20,13522,0.026242679,103.6976064
San Mateo,Alameda,2/17/20,57621,0.237391477,109.9369487
San Mateo,Contra Costa,2/17/20,42075,0.104612632,112.1104557
San Mateo,Marin,2/17/20,8568,0.0495394,118.1392997
San Mateo,Napa,2/17/20,8497,0.031513023,119.8277428
San Mateo,Sacramento,2/17/20,52627,0.034959242,127.9201181
