Hub,Spoke,date,Device sample,Value,Overlap index
Alameda,Contra Costa,2/10/20,41903,0.288936394,95.48747692
Alameda,Marin,2/10/20,7622,0.026159894,83.90916057
Alameda,Napa,2/10/20,7241,0.031486078,87.43145836
Alameda,Sacramento,2/10/20,51927,0.048950162,89.00586479
Alameda,San Benito,2/10/20,3308,0.008333484,87.10266175
Alameda,San Francisco,2/10/20,24402,0.121759452,92.19268711
Alameda,San Joaquin,2/10/20,26082,0.097393069,92.88595994
Alameda,San Mateo,2/10/20,29355,0.107954854,95.00911142
Alameda,Santa Clara,2/10/20,56210,0.167412453,94.09585435
Alameda,Santa Cruz,2/10/20,6299,0.010163228,75.88534979
Alameda,Solano,2/10/20,19707,0.074204243,91.07662271
Alameda,Sonoma,2/10/20,12179,0.014166923,85.18211026
Alameda,Yolo,2/10/20,12741,0.040779724,89.15651891
Contra Costa,Alameda,2/10/20,55199,0.38061714,93.81455991
Contra Costa,Marin,2/10/20,7622,0.039352791,84.43567036
Contra Costa,Napa,2/10/20,7241,0.056535332,87.83445879
Contra Costa,Sacramento,2/10/20,51927,0.070687063,89.54376775
Contra Costa,San Benito,2/10/20,3308,0.00632413,97.28931028
Contra Costa,San Francisco,2/10/20,24402,0.092594802,89.57263806
Contra Costa,San Joaquin,2/10/20,26082,0.04469847,92.17468959
Contra Costa,San Mateo,2/10/20,29355,0.061021884,92.64160131
Contra Costa,Santa Clara,2/10/20,56210,0.067083502,93.30354798
Contra Costa,Santa Cruz,2/10/20,6299,0.006371859,78.94488662
Contra Costa,Solano,2/10/20,19707,0.151659786,91.10084823
Contra Costa,Sonoma,2/10/20,12179,0.022671408,84.58053958
Contra Costa,Yolo,2/10/20,12741,0.068706298,89.91669529
Marin,Alameda,2/10/20,55199,0.189451588,86.77676394
Marin,Contra Costa,2/10/20,41903,0.216347415,88.91870987
Marin,Napa,2/10/20,7241,0.086066649,91.65965442
Marin,Sacramento,2/10/20,51927,0.042770926,86.52215635
Marin,San Benito,2/10/20,3308,0.008790344,110.9848171
Marin,San Francisco,2/10/20,24402,0.301758069,92.17235822
Marin,San Joaquin,2/10/20,26082,0.023878247,88.28197857
Marin,San Mateo,2/10/20,29355,0.140251902,90.75208992
Marin,Santa Clara,2/10/20,56210,0.066124377,84.89657783
Marin,Santa Cruz,2/10/20,6299,0.008921543,88.13140153
Marin,Solano,2/10/20,19707,0.10312254,92.67325934
Marin,Sonoma,2/10/20,12179,0.319076358,92.61797272
Marin,Yolo,2/10/20,12741,0.047362897,88.82724238
Napa,Alameda,2/10/20,55199,0.240022096,92.57950926
Napa,Contra Costa,2/10/20,41903,0.327164756,94.70655909
Napa,Marin,2/10/20,7622,0.090595222,93.85427987
Napa,Sacramento,2/10/20,51927,0.214058832,91.09263427
Napa,San Benito,2/10/20,3308,0.001519127,64.7408924
Napa,San Francisco,2/10/20,24402,0.165584864,93.56091118
Napa,San Joaquin,2/10/20,26082,0.023753625,84.62322843
Napa,San Mateo,2/10/20,29355,0.093357271,93.75345101
Napa,Santa Clara,2/10/20,56210,0.031625466,97.94870445
Napa,Santa Cruz,2/10/20,6299,0.002623947,86.53772465
Napa,Solano,2/10/20,19707,0.675044883,97.37069863
Napa,Sonoma,2/10/20,12179,0.19831515,97.65991867
Napa,Yolo,2/10/20,12741,0.252727524,92.8936076
Sacramento,Alameda,2/10/20,55199,0.052034587,87.4711439
Sacramento,Contra Costa,2/10/20,41903,0.057041616,89.67945882
Sacramento,Marin,2/10/20,7622,0.006278044,82.07083313
Sacramento,Napa,2/10/20,7241,0.029849597,84.46176202
Sacramento,San Benito,2/10/20,3308,0.002233905,89.44811411
Sacramento,San Francisco,2/10/20,24402,0.019200031,85.18324116
Sacramento,San Joaquin,2/10/20,26082,0.085254299,96.35543428
Sacramento,San Mateo,2/10/20,29355,0.01342269,86.28208777
Sacramento,Santa Clara,2/10/20,56210,0.020336241,88.42116965
Sacramento,Santa Cruz,2/10/20,6299,0.002753866,87.19495489
Sacramento,Solano,2/10/20,19707,0.09288039,92.2625549
Sacramento,Sonoma,2/10/20,12179,0.011131011,90.51120471
Sacramento,Yolo,2/10/20,12741,0.14778439,94.82913558
San Benito,Alameda,2/10/20,55199,0.139056832,89.61064863
San Benito,Contra Costa,2/10/20,41903,0.080108827,101.5241881
San Benito,Marin,2/10/20,7622,0.02025393,110.2629423
San Benito,Napa,2/10/20,7241,0.003325272,62.55921008
San Benito,Sacramento,2/10/20,51927,0.035066505,92.8454838
San Benito,San Francisco,2/10/20,24402,0.039903265,101.3208233
San Benito,San Joaquin,2/10/20,26082,0.050483676,88.6125079
San Benito,San Mateo,2/10/20,29355,0.07738815,101.4036608
San Benito,Santa Clara,2/10/20,56210,0.613361548,95.85092639
San Benito,Santa Cruz,2/10/20,6299,0.123337364,92.19529067
San Benito,Solano,2/10/20,19707,0.026904474,85.81334477
San Benito,Sonoma,2/10/20,12179,0.012091898,124.0027882
San Benito,Yolo,2/10/20,12741,0.016928658,96.27965833
San Francisco,Alameda,2/10/20,55199,0.275428244,93.70764024
San Francisco,Contra Costa,2/10/20,41903,0.15900336,92.78191533
San Francisco,Marin,2/10/20,7622,0.094254569,90.70294083
San Francisco,Napa,2/10/20,7241,0.049135317,89.87020625
San Francisco,Sacramento,2/10/20,51927,0.040857307,88.40225472
San Francisco,San Benito,2/10/20,3308,0.005409393,100.1910741
San Francisco,San Joaquin,2/10/20,26082,0.022088353,87.20655329
San Francisco,San Mateo,2/10/20,29355,0.443037456,97.65749937
San Francisco,Santa Clara,2/10/20,56210,0.098680436,94.71768852
San Francisco,Santa Cruz,2/10/20,6299,0.007458405,80.68693662
San Francisco,Solano,2/10/20,19707,0.072289157,89.70774115
San Francisco,Sonoma,2/10/20,12179,0.037783788,87.90493787
San Francisco,Yolo,2/10/20,12741,0.043357102,88.81925309
San Joaquin,Alameda,2/10/20,55199,0.206119163,92.00141927
San Joaquin,Contra Costa,2/10/20,41903,0.071811978,92.93283785
San Joaquin,Marin,2/10/20,7622,0.006977992,84.73112626
San Joaquin,Napa,2/10/20,7241,0.006594586,78.88672453
San Joaquin,Sacramento,2/10/20,51927,0.169733916,97.04129534
San Joaquin,San Benito,2/10/20,3308,0.006402883,86.0160452
San Joaquin,San Francisco,2/10/20,24402,0.020665593,84.72937198
San Joaquin,San Mateo,2/10/20,29355,0.025189786,91.4171919
San Joaquin,Santa Clara,2/10/20,56210,0.060999923,87.96704986
San Joaquin,Santa Cruz,2/10/20,6299,0.006287861,80.02824079
San Joaquin,Solano,2/10/20,19707,0.02913887,97.98483545
San Joaquin,Sonoma,2/10/20,12179,0.006096158,91.05744833
San Joaquin,Yolo,2/10/20,12741,0.025573192,101.0521378
San Mateo,Alameda,2/10/20,55199,0.202997786,94.00909174
San Mateo,Contra Costa,2/10/20,41903,0.087106115,93.34920715
San Mateo,Marin,2/10/20,7622,0.036416283,86.84389115
San Mateo,Napa,2/10/20,7241,0.023028445,87.56527724
San Mateo,Sacramento,2/10/20,51927,0.023743826,86.8815459
San Mateo,San Benito,2/10/20,3308,0.008720831,97.55374669
San Mateo,San Francisco,2/10/20,24402,0.36828479,95.21109317
San Mateo,San Joaquin,2/10/20,26082,0.022381196,91.3626288
San Mateo,Santa Clara,2/10/20,56210,0.250996423,97.52960381
San Mateo,Santa Cruz,2/10/20,6299,0.01369443,78.44713667
San Mateo,Solano,2/10/20,19707,0.036722875,86.66401386
San Mateo,Sonoma,2/10/20,12179,0.01505706,82.82574085
San Mateo,Yolo,2/10/20,12741,0.02234713,84.37219212
Santa Clara,Alameda,2/10/20,55199,0.164401352,91.02269652
Santa Clara,Contra Costa,2/10/20,41903,0.050008895,91.91818474
Santa Clara,Marin,2/10/20,7622,0.008966376,78.94277418
Santa Clara,Napa,2/10/20,7241,0.004074008,89.68113936
Santa Clara,Sacramento,2/10/20,51927,0.018786693,86.94120723
Santa Clara,San Benito,2/10/20,3308,0.03609678,90.32989072
Santa Clara,San Francisco,2/10/20,24402,0.042839352,90.11452985
Santa Clara,San Joaquin,2/10/20,26082,0.028304572,85.8718055
Santa Clara,San Mateo,2/10/20,29355,0.131079879,95.40345781
Santa Clara,Santa Cruz,2/10/20,6299,0.035242839,80.26457573
Santa Clara,Solano,2/10/20,19707,0.019658424,88.80526135
Santa Clara,Sonoma,2/10/20,12179,0.004500978,78.88831928
Santa Clara,Yolo,2/10/20,12741,0.013129336,87.02764946
Santa Cruz,Alameda,2/10/20,55199,0.089061756,80.71660237
Santa Cruz,Contra Costa,2/10/20,41903,0.042387681,85.71002255
Santa Cruz,Marin,2/10/20,7622,0.010795364,90.21177599
Santa Cruz,Napa,2/10/20,7241,0.003016352,86.48811068
Santa Cruz,Sacramento,2/10/20,51927,0.022702016,93.79105466
Santa Cruz,San Benito,2/10/20,3308,0.064772186,94.88860223
Santa Cruz,San Francisco,2/10/20,24402,0.028893475,84.19421993
Santa Cruz,San Joaquin,2/10/20,26082,0.026035879,85.58843742
Santa Cruz,San Mateo,2/10/20,29355,0.063819654,84.49627681
Santa Cruz,Santa Clara,2/10/20,56210,0.314494364,88.11076534
Santa Cruz,Solano,2/10/20,19707,0.021114463,94.24773268
Santa Cruz,Sonoma,2/10/20,12179,0.004603905,90.66401604
Santa Cruz,Yolo,2/10/20,12741,0.015240514,94.52124101
Solano,Alameda,2/10/20,55199,0.207844928,91.68348368
Solano,Contra Costa,2/10/20,41903,0.322474248,93.3711794
Solano,Marin,2/10/20,7622,0.039884305,90.31780645
Solano,Napa,2/10/20,7241,0.248033694,92.76261499
Solano,Sacramento,2/10/20,51927,0.244735373,94.43684191
Solano,San Benito,2/10/20,3308,0.004516162,84.20735838
Solano,San Francisco,2/10/20,24402,0.089511341,88.77481731
Solano,San Joaquin,2/10/20,26082,0.038564977,99.46936991
Solano,San Mateo,2/10/20,29355,0.054701375,88.25872411
Solano,Santa Clara,2/10/20,56210,0.056071447,92.57685534
Solano,Santa Cruz,2/10/20,6299,0.006748871,89.74245172
Solano,Sonoma,2/10/20,12179,0.070584056,93.34180607
Solano,Yolo,2/10/20,12741,0.297001066,95.03610439
Sonoma,Alameda,2/10/20,55199,0.064208884,86.27120131
Sonoma,Contra Costa,2/10/20,41903,0.07800312,87.26331407
Sonoma,Marin,2/10/20,7622,0.199687988,90.84959104
Sonoma,Napa,2/10/20,7241,0.117907874,93.68378007
Sonoma,Sacramento,2/10/20,51927,0.04745874,93.17840126
Sonoma,San Benito,2/10/20,3308,0.003284342,122.8284976
Sonoma,San Francisco,2/10/20,24402,0.075704081,87.60013626
Sonoma,San Joaquin,2/10/20,26082,0.013055259,93.02751383
Sonoma,San Mateo,2/10/20,29355,0.036291978,84.81196893
Sonoma,Santa Clara,2/10/20,56210,0.020773463,82.90760732
Sonoma,Santa Cruz,2/10/20,6299,0.002381148,87.03076476
Sonoma,Solano,2/10/20,19707,0.11421299,93.93169976
Sonoma,Yolo,2/10/20,12741,0.050496757,92.69141068
Yolo,Alameda,2/10/20,55199,0.17667373,90.29148112
Yolo,Contra Costa,2/10/20,41903,0.225963425,92.7834969
Yolo,Marin,2/10/20,7622,0.028333726,86.97964831
Yolo,Napa,2/10/20,7241,0.143630798,88.88735198
Yolo,Sacramento,2/10/20,51927,0.602307511,97.6056739
Yolo,San Benito,2/10/20,3308,0.004395259,95.44612606
Yolo,San Francisco,2/10/20,24402,0.083039008,88.27441149
Yolo,San Joaquin,2/10/20,26082,0.052350679,103.2108597
Yolo,San Mateo,2/10/20,29355,0.051487324,86.41014985
Yolo,Santa Clara,2/10/20,56210,0.05792324,91.23781985
Yolo,Santa Cruz,2/10/20,6299,0.00753473,90.56634049
Yolo,Solano,2/10/20,19707,0.459383094,95.63524057
Yolo,Sonoma,2/10/20,12179,0.048269367,92.72996343
Alameda,did not enter other counties,2/10/20,55199,0.48256309,106.0339448
Contra Costa,did not enter other counties,2/10/20,41903,0.538243085,106.0221052
Marin,did not enter other counties,2/10/20,7622,0.416032537,113.1365307
Napa,did not enter other counties,2/10/20,7241,0.255213368,108.671187
Sacramento,did not enter other counties,2/10/20,51927,0.770023302,101.6494493
San Benito,did not enter other counties,2/10/20,3308,0.352176542,107.1924609
San Francisco,did not enter other counties,2/10/20,24402,0.370010655,107.3543286
San Joaquin,did not enter other counties,2/10/20,26082,0.645847711,103.0470154
San Mateo,did not enter other counties,2/10/20,29355,0.396082439,106.2576508
Santa Clara,did not enter other counties,2/10/20,56210,0.690944672,104.0242529
Santa Cruz,did not enter other counties,2/10/20,6299,0.654072075,107.1521962
Solano,did not enter other counties,2/10/20,19707,0.416095804,107.7323558
Sonoma,did not enter other counties,2/10/20,12179,0.70662616,103.7194802
Yolo,did not enter other counties,2/10/20,12741,0.273997331,107.8209449
Alameda,Contra Costa,2/11/20,41624,0.283433482,97.65861774
Alameda,Marin,2/11/20,7422,0.020227781,85.82952109
Alameda,Napa,2/11/20,6899,0.02276062,82.35707376
Alameda,Sacramento,2/11/20,53340,0.02758175,70.11372153
Alameda,San Benito,2/11/20,2929,0.004436836,69.85176275
Alameda,San Francisco,2/11/20,27662,0.13944592,103.3220339
Alameda,San Joaquin,2/11/20,25553,0.089103549,92.42856635
Alameda,San Mateo,2/11/20,31571,0.115899245,101.4414641
Alameda,Santa Clara,2/11/20,58940,0.158346143,94.89841998
Alameda,Santa Cruz,2/11/20,5912,0.004541643,50.99828719
Alameda,Solano,2/11/20,18135,0.052490917,80.75514377
Alameda,Sonoma,2/11/20,11912,0.009292901,81.4073922
Alameda,Yolo,2/11/20,12265,0.023651481,69.42364121
Contra Costa,Alameda,2/11/20,57248,0.389823179,98.49050134
Contra Costa,Marin,2/11/20,7422,0.03582068,89.56443238
Contra Costa,Napa,2/11/20,6899,0.046079185,87.50365354
Contra Costa,Sacramento,2/11/20,53340,0.044085143,75.67731277
Contra Costa,San Benito,2/11/20,2929,0.002546608,61.84949508
Contra Costa,San Francisco,2/11/20,27662,0.103449933,101.6751209
Contra Costa,San Joaquin,2/11/20,25553,0.038679608,90.20422283
Contra Costa,San Mateo,2/11/20,31571,0.052926196,93.63265637
Contra Costa,Santa Clara,2/11/20,58940,0.04370075,79.54709275
Contra Costa,Santa Cruz,2/11/20,5912,0.002186239,45.32283813
Contra Costa,Solano,2/11/20,18135,0.124879877,87.8482951
Contra Costa,Sonoma,2/11/20,11912,0.016889295,84.57204565
Contra Costa,Yolo,2/11/20,12265,0.041130117,71.28443923
Marin,Alameda,2/11/20,57248,0.156022635,88.25678381
Marin,Contra Costa,2/11/20,41624,0.200889248,91.01374996
Marin,Napa,2/11/20,6899,0.071948262,85.53998331
Marin,Sacramento,2/11/20,53340,0.026407976,69.22395572
Marin,San Benito,2/11/20,2929,0.002290488,45.66804298
Marin,San Francisco,2/11/20,27662,0.283077338,93.84904666
Marin,San Joaquin,2/11/20,25553,0.018054433,84.34594405
Marin,San Mateo,2/11/20,31571,0.100646726,83.77753892
Marin,Santa Clara,2/11/20,58940,0.037186742,70.00382636
Marin,Santa Cruz,2/11/20,5912,0.002559957,47.51953446
Marin,Solano,2/11/20,18135,0.090541633,89.44405852
Marin,Sonoma,2/11/20,11912,0.287254109,92.40714227
Marin,Yolo,2/11/20,12265,0.028428995,70.45970596
Napa,Alameda,2/11/20,57248,0.188867952,86.9062724
Napa,Contra Costa,2/11/20,41624,0.278011306,91.1011939
Napa,Marin,2/11/20,7422,0.077402522,87.7005504
Napa,Sacramento,2/11/20,53340,0.152630816,83.58140277
Napa,San Benito,2/11/20,2929,0.001449485,53.38698398
Napa,San Francisco,2/11/20,27662,0.113204812,83.67213254
Napa,San Joaquin,2/11/20,25553,0.028699812,95.54560951
Napa,San Mateo,2/11/20,31571,0.059863748,79.39363625
Napa,Santa Clara,2/11/20,58940,0.020002899,77.29374236
Napa,Santa Cruz,2/11/20,5912,0.001739383,92.35067155
Napa,Solano,2/11/20,18135,0.638208436,97.94578885
Napa,Sonoma,2/11/20,11912,0.179301348,94.15442726
Napa,Yolo,2/11/20,12265,0.177417017,83.84924236
Sacramento,Alameda,2/11/20,57248,0.02960255,70.18662043
Sacramento,Contra Costa,2/11/20,41624,0.03440195,74.83167771
Sacramento,Marin,2/11/20,7422,0.003674541,66.9832821
Sacramento,Napa,2/11/20,6899,0.019741282,79.01815901
Sacramento,San Benito,2/11/20,2929,0.001068616,57.22658706
Sacramento,San Francisco,2/11/20,27662,0.010292463,72.58746639
Sacramento,San Joaquin,2/11/20,25553,0.068222722,91.72125696
Sacramento,San Mateo,2/11/20,31571,0.007461567,72.12038824
Sacramento,Santa Clara,2/11/20,58940,0.009167604,55.78933198
Sacramento,Santa Cruz,2/11/20,5912,0.00119985,51.42563496
Sacramento,Solano,2/11/20,18135,0.067022872,85.36396794
Sacramento,Sonoma,2/11/20,11912,0.007724034,84.21398342
Sacramento,Yolo,2/11/20,12265,0.135433071,94.91562506
San Benito,Alameda,2/11/20,57248,0.086719017,80.76940409
San Benito,Contra Costa,2/11/20,41624,0.036189826,71.45289733
San Benito,Marin,2/11/20,7422,0.005804029,51.84490752
San Benito,Napa,2/11/20,6899,0.003414135,57.68437356
San Benito,Sacramento,2/11/20,53340,0.019460567,66.81472857
San Benito,San Francisco,2/11/20,27662,0.019119153,70.42160155
San Benito,San Joaquin,2/11/20,25553,0.045066576,90.33262854
San Benito,San Mateo,2/11/20,31571,0.052236258,83.71340404
San Benito,Santa Clara,2/11/20,58940,0.566063503,93.15896376
San Benito,Santa Cruz,2/11/20,5912,0.128371458,97.11725021
San Benito,Solano,2/11/20,18135,0.016387846,68.53890201
San Benito,Sonoma,2/11/20,11912,0.004779788,62.89962858
San Benito,Yolo,2/11/20,12265,0.009218163,63.10862549
San Francisco,Alameda,2/11/20,57248,0.288590847,100.0179331
San Francisco,Contra Costa,2/11/20,41624,0.155664811,97.41143851
San Francisco,Marin,2/11/20,7422,0.07595257,87.97866729
San Francisco,Napa,2/11/20,6899,0.028233678,75.2357196
San Francisco,Sacramento,2/11/20,53340,0.019846721,68.481229
San Francisco,San Benito,2/11/20,2929,0.002024438,56.98382279
San Francisco,San Joaquin,2/11/20,25553,0.016376256,87.57670252
San Francisco,San Mateo,2/11/20,31571,0.403080038,96.21037027
San Francisco,Santa Clara,2/11/20,58940,0.077615501,91.52315797
San Francisco,Santa Cruz,2/11/20,5912,0.002892054,50.95592531
San Francisco,Solano,2/11/20,18135,0.04757429,80.92415445
San Francisco,Sonoma,2/11/20,11912,0.023859446,80.7183782
San Francisco,Yolo,2/11/20,12265,0.021509652,67.97413788
San Joaquin,Alameda,2/11/20,57248,0.19962431,94.91646417
San Joaquin,Contra Costa,2/11/20,41624,0.063006301,91.81474249
San Joaquin,Marin,2/11/20,7422,0.005244003,84.5250198
San Joaquin,Napa,2/11/20,6899,0.007748601,93.66554497
San Joaquin,Sacramento,2/11/20,53340,0.142409893,94.15261994
San Joaquin,San Benito,2/11/20,2929,0.005165734,82.09660153
San Joaquin,San Francisco,2/11/20,27662,0.01772786,93.73574105
San Joaquin,San Mateo,2/11/20,31571,0.022423982,92.44981132
San Joaquin,Santa Clara,2/11/20,58940,0.050326772,86.69740996
San Joaquin,Santa Cruz,2/11/20,5912,0.003013345,54.67188607
San Joaquin,Solano,2/11/20,18135,0.025906939,96.87118311
San Joaquin,Sonoma,2/11/20,11912,0.005439674,90.25179645
San Joaquin,Yolo,2/11/20,12265,0.025045983,99.33778081
San Mateo,Alameda,2/11/20,57248,0.210161224,99.41207757
San Mateo,Contra Costa,2/11/20,41624,0.069779228,90.55181167
San Mateo,Marin,2/11/20,7422,0.023660955,79.36753213
San Mateo,Napa,2/11/20,6899,0.013081626,72.67181443
San Mateo,Sacramento,2/11/20,53340,0.012606506,69.65342236
San Mateo,San Benito,2/11/20,2929,0.00484622,71.07059832
San Mateo,San Francisco,2/11/20,27662,0.353172215,97.62644395
San Mateo,San Joaquin,2/11/20,25553,0.018149568,87.84764629
San Mateo,Santa Clara,2/11/20,58940,0.272116816,101.4222203
San Mateo,Santa Cruz,2/11/20,5912,0.008393779,69.12504166
San Mateo,Solano,2/11/20,18135,0.023407558,76.07924892
San Mateo,Sonoma,2/11/20,11912,0.009660765,80.29178066
San Mateo,Yolo,2/11/20,12265,0.012131386,68.1193852
Santa Clara,Alameda,2/11/20,57248,0.153800475,92.57371024
Santa Clara,Contra Costa,2/11/20,41624,0.030861893,76.22413273
Santa Clara,Marin,2/11/20,7422,0.004682728,65.3381023
Santa Clara,Napa,2/11/20,6899,0.002341364,70.86224032
Santa Clara,Sacramento,2/11/20,53340,0.008296573,53.54371926
Santa Clara,San Benito,2/11/20,2929,0.028130302,80.84182216
Santa Clara,San Francisco,2/11/20,27662,0.036426875,92.81297871
Santa Clara,San Joaquin,2/11/20,25553,0.021818799,81.50188156
Santa Clara,San Mateo,2/11/20,31571,0.145758398,101.1797715
Santa Clara,Santa Cruz,2/11/20,5912,0.026433661,74.28905357
Santa Clara,Solano,2/11/20,18135,0.00934849,56.77794745
Santa Clara,Sonoma,2/11/20,11912,0.002307431,63.51665014
Santa Clara,Yolo,2/11/20,12265,0.006040041,52.28944347
Santa Cruz,Alameda,2/11/20,57248,0.043978349,58.02522232
Santa Cruz,Contra Costa,2/11/20,41624,0.015392422,51.11458122
Santa Cruz,Marin,2/11/20,7422,0.003213802,51.54914805
Santa Cruz,Napa,2/11/20,6899,0.00202977,96.05374544
Santa Cruz,Sacramento,2/11/20,53340,0.01082544,58.93417532
Santa Cruz,San Benito,2/11/20,2929,0.063599459,95.65301198
Santa Cruz,San Francisco,2/11/20,27662,0.0135318,61.35574727
Santa Cruz,San Joaquin,2/11/20,25553,0.013024357,59.60523254
Santa Cruz,San Mateo,2/11/20,31571,0.044824087,78.91287473
Santa Cruz,Santa Clara,2/11/20,58940,0.2635318,84.62055505
Santa Cruz,Solano,2/11/20,18135,0.008626522,58.05421833
Santa Cruz,Sonoma,2/11/20,11912,0.001860622,60.38040762
Santa Cruz,Yolo,2/11/20,12265,0.007104195,60.06085942
Solano,Alameda,2/11/20,57248,0.165701682,85.52006915
Solano,Contra Costa,2/11/20,41624,0.286628067,91.59418934
Solano,Marin,2/11/20,7422,0.037055418,91.7549054
Solano,Napa,2/11/20,6899,0.242790185,98.00171073
Solano,Sacramento,2/11/20,53340,0.197132616,90.04790104
Solano,San Benito,2/11/20,2929,0.002646816,63.53702986
Solano,San Francisco,2/11/20,27662,0.07256686,89.75049662
Solano,San Joaquin,2/11/20,25553,0.036503998,98.81770458
Solano,San Mateo,2/11/20,31571,0.040749931,83.31876816
Solano,Santa Clara,2/11/20,58940,0.030383237,63.54873654
Solano,Santa Cruz,2/11/20,5912,0.002812242,55.39503195
Solano,Sonoma,2/11/20,11912,0.062034739,94.36266346
Solano,Yolo,2/11/20,12265,0.247422112,90.4040144
Sonoma,Alameda,2/11/20,57248,0.044660846,84.59545049
Sonoma,Contra Costa,2/11/20,41624,0.059016118,86.76536861
Sonoma,Marin,2/11/20,7422,0.178979181,93.12772664
Sonoma,Napa,2/11/20,6899,0.103844862,92.75238388
Sonoma,Sacramento,2/11/20,53340,0.034586971,87.39195595
Sonoma,San Benito,2/11/20,2929,0.001175285,55.65721368
Sonoma,San Francisco,2/11/20,27662,0.055406313,87.43055469
Sonoma,San Joaquin,2/11/20,25553,0.011668905,90.73306384
Sonoma,San Mateo,2/11/20,31571,0.025604433,85.51143458
Sonoma,Santa Clara,2/11/20,58940,0.011417058,68.8553278
Sonoma,Santa Cruz,2/11/20,5912,0.000923439,56.31316691
Sonoma,Solano,2/11/20,18135,0.094442579,92.65802465
Sonoma,Yolo,2/11/20,12265,0.036182001,88.44517525
Yolo,Alameda,2/11/20,57248,0.110395434,73.95208391
Yolo,Contra Costa,2/11/20,41624,0.139584183,74.86289669
Yolo,Marin,2/11/20,7422,0.017203424,72.56629536
Yolo,Napa,2/11/20,6899,0.099796168,83.73589662
Yolo,Sacramento,2/11/20,53340,0.58899307,99.0230214
Yolo,San Benito,2/11/20,2929,0.002201386,57.84047474
Yolo,San Francisco,2/11/20,27662,0.048512026,76.6750397
Yolo,San Joaquin,2/11/20,25553,0.052181003,101.02187
Yolo,San Mateo,2/11/20,31571,0.031227069,74.92337244
Yolo,Santa Clara,2/11/20,58940,0.029025683,58.51432293
Yolo,Santa Cruz,2/11/20,5912,0.003424378,56.8902466
Yolo,Solano,2/11/20,18135,0.36583775,90.14724427
Yolo,Sonoma,2/11/20,11912,0.035140644,90.13651193
Alameda,did not enter other counties,2/11/20,57248,0.455526831,100.5263489
Contra Costa,did not enter other counties,2/11/20,41624,0.534547377,101.8329082
Marin,did not enter other counties,2/11/20,7422,0.428051738,108.2738059
Napa,did not enter other counties,2/11/20,6899,0.293665749,106.7359952
Sacramento,did not enter other counties,2/11/20,53340,0.80144357,101.8160345
San Benito,did not enter other counties,2/11/20,2929,0.385455787,109.8064158
San Francisco,did not enter other counties,2/11/20,27662,0.36898995,101.9002896
San Joaquin,did not enter other counties,2/11/20,25553,0.667945055,102.0041588
San Mateo,did not enter other counties,2/11/20,31571,0.365525324,99.66772144
Santa Clara,did not enter other counties,2/11/20,58940,0.696063794,102.7558731
Santa Cruz,did not enter other counties,2/11/20,5912,0.707205683,107.5887414
Solano,did not enter other counties,2/11/20,18135,0.429721533,103.2763229
Sonoma,did not enter other counties,2/11/20,11912,0.740177972,102.3530965
Yolo,did not enter other counties,2/11/20,12265,0.297024052,105.041126
Alameda,Contra Costa,2/12/20,41734,0.282173731,106.4200286
Alameda,Marin,2/12/20,7331,0.01884063,115.2691019
Alameda,Napa,2/12/20,6741,0.020914668,106.9662362
Alameda,Sacramento,2/12/20,53773,0.024017011,102.0282788
Alameda,San Benito,2/12/20,2822,0.004252649,119.5483743
Alameda,San Francisco,2/12/20,28004,0.138611963,107.5331299
Alameda,San Joaquin,2/12/20,25349,0.084042108,105.4247581
Alameda,San Mateo,2/12/20,31617,0.11164947,107.7597834
Alameda,Santa Clara,2/12/20,59248,0.156424289,104.2397863
Alameda,Santa Cruz,2/12/20,5956,0.003572922,94.51222767
Alameda,Solano,2/12/20,17852,0.050526352,104.9613888
Alameda,Sonoma,2/12/20,12010,0.007877858,114.2938982
Alameda,Yolo,2/12/20,12274,0.020966955,103.016524
Contra Costa,Alameda,2/12/20,57376,0.3879331,105.7071824
Contra Costa,Marin,2/12/20,7331,0.035007428,109.1073297
Contra Costa,Napa,2/12/20,6741,0.044376288,107.3413335
Contra Costa,Sacramento,2/12/20,53773,0.039967413,99.8546052
Contra Costa,San Benito,2/12/20,2822,0.002755547,129.5805123
Contra Costa,San Francisco,2/12/20,28004,0.099918532,106.7454148
Contra Costa,San Joaquin,2/12/20,25349,0.036996214,106.1732347
Contra Costa,San Mateo,2/12/20,31617,0.049983227,108.5758074
Contra Costa,Santa Clara,2/12/20,59248,0.044615901,107.7190256
Contra Costa,Santa Cruz,2/12/20,5956,0.001988786,99.95653405
Contra Costa,Solano,2/12/20,17852,0.122993243,103.1228042
Contra Costa,Sonoma,2/12/20,12010,0.015958212,115.3715718
Contra Costa,Yolo,2/12/20,12274,0.037235827,101.0317196
Marin,Alameda,2/12/20,57376,0.147456009,108.7164025
Marin,Contra Costa,2/12/20,41734,0.199290683,103.2688233
Marin,Napa,2/12/20,6741,0.067521484,97.54856767
Marin,Sacramento,2/12/20,53773,0.021961533,88.20526168
Marin,San Benito,2/12/20,2822,0.002728141,98.78896958
Marin,San Francisco,2/12/20,28004,0.285772746,104.7636527
Marin,San Joaquin,2/12/20,25349,0.015277588,117.2836922
Marin,San Mateo,2/12/20,31617,0.098076661,103.8270086
Marin,Santa Clara,2/12/20,59248,0.035875051,108.0880261
Marin,Santa Cruz,2/12/20,5956,0.004365025,148.0896632
Marin,Solano,2/12/20,17852,0.089619424,98.66210473
