date,Hub,Spoke,Value,Device sample
3/3/20,Solano,San Francisco,0.077575088,15985
3/4/20,Solano,San Francisco,0.077418769,16288
3/5/20,Solano,San Francisco,0.080531453,16382
3/6/20,Solano,San Francisco,0.08824577,16379
3/7/20,Solano,San Francisco,0.106680044,15562
3/8/20,Solano,San Francisco,0.090324198,13832
3/9/20,Solano,San Francisco,0.11521244,15183
3/10/20,Solano,San Francisco,0.07864331,14509
3/11/20,Solano,San Francisco,0.077380399,14663
3/12/20,Solano,San Francisco,0.073193215,14190
3/13/20,Solano,San Francisco,0.074671953,13160
3/14/20,Solano,San Francisco,0.082430523,12460
3/15/20,Solano,San Francisco,0.070855762,9834
3/16/20,Solano,San Francisco,0.085232694,10610
3/17/20,Solano,San Francisco,0.065932868,10378
3/18/20,Solano,San Francisco,0.051057367,7831
3/19/20,Solano,San Francisco,0.049578703,7781
3/20/20,Solano,San Francisco,0.05377076,6948
3/21/20,Solano,San Francisco,0.058216654,5082
3/22/20,Solano,San Francisco,0.043766012,4329
3/23/20,Solano,San Francisco,0.049539012,7106
3/24/20,Solano,San Francisco,0.045542368,7003
3/25/20,Solano,San Francisco,0.046809696,6913
3/26/20,Solano,San Francisco,0.049876679,7084
3/27/20,Solano,San Francisco,0.047351084,6963
3/28/20,Solano,San Francisco,0.050302945,6671
3/29/20,Solano,San Francisco,0.036911122,5768
3/30/20,Solano,San Francisco,0.051293422,6327
3/31/20,Solano,San Francisco,0.04788058,6770
3/2/20,Solano,San Mateo,0.073832626,20335
3/3/20,Solano,San Mateo,0.041367238,19353
3/4/20,Solano,San Mateo,0.042385188,19617
3/5/20,Solano,San Mateo,0.04428778,19485
3/6/20,Solano,San Mateo,0.050667854,19563
3/7/20,Solano,San Mateo,0.066047989,18653
3/8/20,Solano,San Mateo,0.057235963,17357
3/9/20,Solano,San Mateo,0.071546376,18734
3/10/20,Solano,San Mateo,0.04248975,17728
3/11/20,Solano,San Mateo,0.042173711,17839
3/12/20,Solano,San Mateo,0.03954646,17749
3/13/20,Solano,San Mateo,0.043613707,16785
3/14/20,Solano,San Mateo,0.054451248,16170
3/15/20,Solano,San Mateo,0.044710535,13100
3/16/20,Solano,San Mateo,0.053323439,13538
3/17/20,Solano,San Mateo,0.037489102,13497
3/18/20,Solano,San Mateo,0.030961561,10477
3/19/20,Solano,San Mateo,0.030528758,10340
3/20/20,Solano,San Mateo,0.034985026,9120
3/21/20,Solano,San Mateo,0.035556374,6567
3/22/20,Solano,San Mateo,0.029461998,5735
3/23/20,Solano,San Mateo,0.028484932,9363
3/24/20,Solano,San Mateo,0.025945349,9294
3/25/20,Solano,San Mateo,0.025494567,9052
3/26/20,Solano,San Mateo,0.028363935,9331
3/27/20,Solano,San Mateo,0.025253912,9211
3/28/20,Solano,San Mateo,0.029308158,9004
3/29/20,Solano,San Mateo,0.023150397,8028
3/30/20,Solano,San Mateo,0.027790096,8548
3/31/20,Solano,San Mateo,0.025771018,9093
3/2/20,Solano,Santa Clara,0.069057004,34488
3/3/20,Solano,Santa Clara,0.037589829,34533
3/4/20,Solano,Santa Clara,0.033762933,35119
3/5/20,Solano,Santa Clara,0.035791757,34789
3/6/20,Solano,Santa Clara,0.038824577,34503
3/7/20,Solano,Santa Clara,0.057603879,32776
3/8/20,Solano,Santa Clara,0.057904412,31078
3/9/20,Solano,Santa Clara,0.069425901,32668
3/10/20,Solano,Santa Clara,0.041651137,32383
3/11/20,Solano,Santa Clara,0.032326986,32203
3/12/20,Solano,Santa Clara,0.031618732,31899
3/13/20,Solano,Santa Clara,0.034834325,30478
3/14/20,Solano,Santa Clara,0.042581253,29007
3/15/20,Solano,Santa Clara,0.036032077,24621
3/16/20,Solano,Santa Clara,0.047174812,24672
3/17/20,Solano,Santa Clara,0.035527463,25270
3/18/20,Solano,Santa Clara,0.028624839,20472
3/19/20,Solano,Santa Clara,0.024789352,20485
3/20/20,Solano,Santa Clara,0.032670841,18337
3/21/20,Solano,Santa Clara,0.031503316,13619
3/22/20,Solano,Santa Clara,0.029461998,12587
3/23/20,Solano,Santa Clara,0.023255814,18647
3/24/20,Solano,Santa Clara,0.022357163,19127
3/25/20,Solano,Santa Clara,0.024519365,18937
3/26/20,Solano,Santa Clara,0.027678816,18959
3/27/20,Solano,Santa Clara,0.025116662,19004
3/28/20,Solano,Santa Clara,0.023953783,18478
3/29/20,Solano,Santa Clara,0.017646107,17208
3/30/20,Solano,Santa Clara,0.024981523,17884
3/31/20,Solano,Santa Clara,0.027038445,18675
3/2/20,Solano,Sonoma,0.09460279,7868
3/3/20,Solano,Sonoma,0.062373319,7174
3/4/20,Solano,Sonoma,0.069794881,7420
3/5/20,Solano,Sonoma,0.065075922,7354
3/6/20,Solano,Sonoma,0.071148709,7344
3/7/20,Solano,Sonoma,0.076415015,7309
3/8/20,Solano,Sonoma,0.084893048,7367
3/9/20,Solano,Sonoma,0.086154088,7460
3/10/20,Solano,Sonoma,0.064852777,7146
3/11/20,Solano,Sonoma,0.066604738,7207
3/12/20,Solano,Sonoma,0.070888643,7241
3/13/20,Solano,Sonoma,0.066647786,7005
3/14/20,Solano,Sonoma,0.072727273,6800
3/15/20,Solano,Sonoma,0.065143359,5962
3/16/20,Solano,Sonoma,0.073889537,5836
3/17/20,Solano,Sonoma,0.066477768,5812
3/18/20,Solano,Sonoma,0.065311368,5393
3/19/20,Solano,Sonoma,0.059225791,4896
3/20/20,Solano,Sonoma,0.065477811,4539
3/21/20,Solano,Sonoma,0.064112012,3348
3/22/20,Solano,Sonoma,0.054867635,3172
3/23/20,Solano,Sonoma,0.060134856,4872
3/24/20,Solano,Sonoma,0.054926856,4914
3/25/20,Solano,Sonoma,0.059208693,4735
3/26/20,Solano,Sonoma,0.058098109,4797
3/27/20,Solano,Sonoma,0.054899808,4781
3/28/20,Solano,Sonoma,0.056080034,4806
3/29/20,Solano,Sonoma,0.047110248,4300
3/30/20,Solano,Sonoma,0.05646711,4420
3/31/20,Solano,Sonoma,0.057879172,4618
3/2/20,Sonoma,Alameda,0.083884087,37341
3/3/20,Sonoma,Alameda,0.04711458,34554
3/4/20,Sonoma,Alameda,0.050404313,35252
3/5/20,Sonoma,Alameda,0.045825401,35119
3/6/20,Sonoma,Alameda,0.0541939,35206
3/7/20,Sonoma,Alameda,0.06731427,35092
3/8/20,Sonoma,Alameda,0.071535225,33310
3/9/20,Sonoma,Alameda,0.08310992,35460
3/10/20,Sonoma,Alameda,0.049958018,33170
3/11/20,Sonoma,Alameda,0.049257666,33371
3/12/20,Sonoma,Alameda,0.050131197,32820
3/13/20,Sonoma,Alameda,0.053533191,31413
3/14/20,Sonoma,Alameda,0.055441176,30132
3/15/20,Sonoma,Alameda,0.053673264,25155
3/16/20,Sonoma,Alameda,0.068368746,25791
3/17/20,Sonoma,Alameda,0.048004129,26244
3/18/20,Sonoma,Alameda,0.043204154,20700
3/19/20,Sonoma,Alameda,0.045751634,20677
3/20/20,Sonoma,Alameda,0.044062569,18536
3/21/20,Sonoma,Alameda,0.04181601,13643
3/22/20,Sonoma,Alameda,0.041298865,11780
3/23/20,Sonoma,Alameda,0.035509031,18327
3/24/20,Sonoma,Alameda,0.036426536,18894
3/25/20,Sonoma,Alameda,0.035480465,18580
3/26/20,Sonoma,Alameda,0.032103398,19060
3/27/20,Sonoma,Alameda,0.034302447,18685
3/28/20,Sonoma,Alameda,0.037037037,18066
3/29/20,Sonoma,Alameda,0.03,15845
3/30/20,Sonoma,Alameda,0.030542986,17344
3/31/20,Sonoma,Alameda,0.036162841,18432
3/2/20,Sonoma,Contra Costa,0.107269954,28505
3/3/20,Sonoma,Contra Costa,0.064259827,25960
3/4/20,Sonoma,Contra Costa,0.069946092,26515
3/5/20,Sonoma,Contra Costa,0.066766386,26334
3/6/20,Sonoma,Contra Costa,0.071350763,26381
3/7/20,Sonoma,Contra Costa,0.083869202,26550
3/8/20,Sonoma,Contra Costa,0.091217592,25897
3/9/20,Sonoma,Contra Costa,0.102010724,27274
3/10/20,Sonoma,Contra Costa,0.06759026,25291
3/11/20,Sonoma,Contra Costa,0.067989455,25576
3/12/20,Sonoma,Contra Costa,0.068913134,25432
3/13/20,Sonoma,Contra Costa,0.068236974,24536
3/14/20,Sonoma,Contra Costa,0.072205882,23917
3/15/20,Sonoma,Contra Costa,0.069104327,20503
3/16/20,Sonoma,Contra Costa,0.082076765,20675
3/17/20,Sonoma,Contra Costa,0.066414315,20394
3/18/20,Sonoma,Contra Costa,0.06044873,16802
3/19/20,Sonoma,Contra Costa,0.061478758,16919
3/20/20,Sonoma,Contra Costa,0.060145406,15293
3/21/20,Sonoma,Contra Costa,0.056451613,11168
3/22/20,Sonoma,Contra Costa,0.05075662,10050
3/23/20,Sonoma,Contra Costa,0.05090312,15816
3/24/20,Sonoma,Contra Costa,0.05046805,15589
3/25/20,Sonoma,Contra Costa,0.05343189,15397
3/26/20,Sonoma,Contra Costa,0.049822806,15791
3/27/20,Sonoma,Contra Costa,0.045806317,15620
3/28/20,Sonoma,Contra Costa,0.047232626,15491
3/29/20,Sonoma,Contra Costa,0.04,13748
3/30/20,Sonoma,Contra Costa,0.042986425,14754
3/31/20,Sonoma,Contra Costa,0.051537462,15430
3/2/20,Sonoma,did not enter other counties,0.598500254,7868
3/3/20,Sonoma,did not enter other counties,0.718567048,7174
3/4/20,Sonoma,did not enter other counties,0.703773585,7420
3/5/20,Sonoma,did not enter other counties,0.706962197,7354
3/6/20,Sonoma,did not enter other counties,0.695669935,7344
3/7/20,Sonoma,did not enter other counties,0.659187303,7309
3/8/20,Sonoma,did not enter other counties,0.644767205,7367
3/9/20,Sonoma,did not enter other counties,0.617560322,7460
3/10/20,Sonoma,did not enter other counties,0.713266163,7146
3/11/20,Sonoma,did not enter other counties,0.703898987,7207
3/12/20,Sonoma,did not enter other counties,0.697831791,7241
3/13/20,Sonoma,did not enter other counties,0.709064954,7005
3/14/20,Sonoma,did not enter other counties,0.680882353,6800
3/15/20,Sonoma,did not enter other counties,0.724924522,5962
3/16/20,Sonoma,did not enter other counties,0.667580535,5836
3/17/20,Sonoma,did not enter other counties,0.712663455,5812
3/18/20,Sonoma,did not enter other counties,0.742258483,5393
3/19/20,Sonoma,did not enter other counties,0.75,4896
3/20/20,Sonoma,did not enter other counties,0.736946464,4539
3/21/20,Sonoma,did not enter other counties,0.742532855,3348
3/22/20,Sonoma,did not enter other counties,0.779003783,3172
3/23/20,Sonoma,did not enter other counties,0.764778325,4872
3/24/20,Sonoma,did not enter other counties,0.778184778,4914
3/25/20,Sonoma,did not enter other counties,0.775290391,4735
3/26/20,Sonoma,did not enter other counties,0.777152387,4797
3/27/20,Sonoma,did not enter other counties,0.778289061,4781
3/28/20,Sonoma,did not enter other counties,0.778401998,4806
3/29/20,Sonoma,did not enter other counties,0.826744186,4300
3/30/20,Sonoma,did not enter other counties,0.784162896,4420
3/31/20,Sonoma,did not enter other counties,0.771979212,4618
3/2/20,Sonoma,Marin,0.271606507,5323
3/3/20,Sonoma,Marin,0.192221913,4422
3/4/20,Sonoma,Marin,0.205929919,4625
3/5/20,Sonoma,Marin,0.203834648,4670
3/6/20,Sonoma,Marin,0.209694989,4703
3/7/20,Sonoma,Marin,0.226296347,4675
3/8/20,Sonoma,Marin,0.242432469,4692
3/9/20,Sonoma,Marin,0.26233244,4946
3/10/20,Sonoma,Marin,0.204170165,4429
3/11/20,Sonoma,Marin,0.206743444,4389
3/12/20,Sonoma,Marin,0.205496478,4498
3/13/20,Sonoma,Marin,0.196859386,4202
3/14/20,Sonoma,Marin,0.218088235,4185
3/15/20,Sonoma,Marin,0.189869171,3431
3/16/20,Sonoma,Marin,0.227553119,3608
3/17/20,Sonoma,Marin,0.196490021,3332
3/18/20,Sonoma,Marin,0.170220656,2726
3/19/20,Sonoma,Marin,0.164215686,2623
3/20/20,Sonoma,Marin,0.174708086,2427
3/21/20,Sonoma,Marin,0.172043011,1774
3/22/20,Sonoma,Marin,0.156998739,1602
3/23/20,Sonoma,Marin,0.165024631,2635
3/24/20,Sonoma,Marin,0.153439153,2348
3/25/20,Sonoma,Marin,0.154171067,2333
3/26/20,Sonoma,Marin,0.148634563,2422
3/27/20,Sonoma,Marin,0.14411211,2375
3/28/20,Sonoma,Marin,0.150436954,2435
3/29/20,Sonoma,Marin,0.116511628,2115
3/30/20,Sonoma,Marin,0.147058824,2199
3/31/20,Sonoma,Marin,0.154179298,2362
3/2/20,Sonoma,Napa,0.16052364,5618
3/3/20,Sonoma,Napa,0.114441037,4344
3/4/20,Sonoma,Napa,0.123315364,4465
3/5/20,Sonoma,Napa,0.11680718,4431
3/6/20,Sonoma,Napa,0.131808279,4632
3/7/20,Sonoma,Napa,0.137228075,4911
3/8/20,Sonoma,Napa,0.141984526,4886
3/9/20,Sonoma,Napa,0.148257373,5357
3/10/20,Sonoma,Napa,0.110131542,4326
3/11/20,Sonoma,Napa,0.116969613,4408
3/12/20,Sonoma,Napa,0.124430327,4509
3/13/20,Sonoma,Napa,0.115488937,4187
3/14/20,Sonoma,Napa,0.127647059,4198
3/15/20,Sonoma,Napa,0.107178799,3540
3/16/20,Sonoma,Napa,0.12131597,3790
3/17/20,Sonoma,Napa,0.11321404,3605
3/18/20,Sonoma,Napa,0.114407565,3227
3/19/20,Sonoma,Napa,0.107843137,3073
3/20/20,Sonoma,Napa,0.107292355,2794
3/21/20,Sonoma,Napa,0.093189964,1783
3/22/20,Sonoma,Napa,0.065889029,1390
3/23/20,Sonoma,Napa,0.086206897,2567
3/24/20,Sonoma,Napa,0.091168091,2625
3/25/20,Sonoma,Napa,0.095459345,2513
3/26/20,Sonoma,Napa,0.095059412,2674
3/27/20,Sonoma,Napa,0.09600502,2602
3/28/20,Sonoma,Napa,0.087598835,2509
3/29/20,Sonoma,Napa,0.073023256,2006
3/30/20,Sonoma,Napa,0.089819005,2441
3/31/20,Sonoma,Napa,0.091814638,2554
3/2/20,Sonoma,Sacramento,0.063294357,31896
3/3/20,Sonoma,Sacramento,0.025926958,31802
3/4/20,Sonoma,Sacramento,0.032345013,32037
3/5/20,Sonoma,Sacramento,0.027332064,32020
3/6/20,Sonoma,Sacramento,0.03662854,31919
3/7/20,Sonoma,Sacramento,0.046244356,30911
3/8/20,Sonoma,Sacramento,0.054703407,29682
3/9/20,Sonoma,Sacramento,0.058981233,30505
3/10/20,Sonoma,Sacramento,0.027707809,30514
3/11/20,Sonoma,Sacramento,0.027612044,30877
3/12/20,Sonoma,Sacramento,0.028863417,30800
3/13/20,Sonoma,Sacramento,0.030977873,29591
3/14/20,Sonoma,Sacramento,0.041764706,28442
3/15/20,Sonoma,Sacramento,0.033713519,25340
3/16/20,Sonoma,Sacramento,0.041980809,24923
3/17/20,Sonoma,Sacramento,0.033723331,26163
3/18/20,Sonoma,Sacramento,0.032820323,25300
3/19/20,Sonoma,Sacramento,0.034313725,24455
3/20/20,Sonoma,Sacramento,0.032385988,21986
3/21/20,Sonoma,Sacramento,0.033452808,15430
3/22/20,Sonoma,Sacramento,0.02332913,14583
3/23/20,Sonoma,Sacramento,0.031609195,21120
3/24/20,Sonoma,Sacramento,0.021367521,22005
3/25/20,Sonoma,Sacramento,0.026610348,21690
3/26/20,Sonoma,Sacramento,0.022514071,21929
3/27/20,Sonoma,Sacramento,0.024053545,21679
3/28/20,Sonoma,Sacramento,0.021223471,21263
3/29/20,Sonoma,Sacramento,0.019069767,19623
3/30/20,Sonoma,Sacramento,0.024208145,20294
3/31/20,Sonoma,Sacramento,0.024902555,21116
3/2/20,Sonoma,San Francisco,0.096847992,16571
3/3/20,Sonoma,San Francisco,0.052132701,15985
3/4/20,Sonoma,San Francisco,0.057142857,16288
3/5/20,Sonoma,San Francisco,0.058743541,16382
3/6/20,Sonoma,San Francisco,0.063453159,16379
3/7/20,Sonoma,San Francisco,0.069229717,15562
3/8/20,Sonoma,San Francisco,0.073435591,13832
3/9/20,Sonoma,San Francisco,0.08766756,15183
3/10/20,Sonoma,San Francisco,0.059054016,14509
3/11/20,Sonoma,San Francisco,0.055917858,14663
3/12/20,Sonoma,San Francisco,0.055102886,14190
3/13/20,Sonoma,San Francisco,0.051534618,13160
3/14/20,Sonoma,San Francisco,0.066323529,12460
3/15/20,Sonoma,San Francisco,0.056189198,9834
3/16/20,Sonoma,San Francisco,0.064770391,10610
3/17/20,Sonoma,San Francisco,0.049724708,10378
3/18/20,Sonoma,San Francisco,0.038383089,7831
3/19/20,Sonoma,San Francisco,0.035334967,7781
3/20/20,Sonoma,San Francisco,0.035250055,6948
3/21/20,Sonoma,San Francisco,0.040919952,5082
3/22/20,Sonoma,San Francisco,0.039092055,4329
3/23/20,Sonoma,San Francisco,0.037766831,7106
3/24/20,Sonoma,San Francisco,0.029304029,7003
3/25/20,Sonoma,San Francisco,0.029567054,6913
3/26/20,Sonoma,San Francisco,0.027517198,7084
3/27/20,Sonoma,San Francisco,0.029700899,6963
3/28/20,Sonoma,San Francisco,0.036204744,6671
3/29/20,Sonoma,San Francisco,0.024418605,5768
3/30/20,Sonoma,San Francisco,0.03280543,6327
3/31/20,Sonoma,San Francisco,0.034647033,6770
3/2/20,Sonoma,San Mateo,0.042069141,20335
3/3/20,Sonoma,San Mateo,0.019654307,19353
3/4/20,Sonoma,San Mateo,0.023450135,19617
3/5/20,Sonoma,San Mateo,0.023388632,19485
3/6/20,Sonoma,San Mateo,0.026007625,19563
3/7/20,Sonoma,San Mateo,0.030373512,18653
3/8/20,Sonoma,San Mateo,0.037328628,17357
3/9/20,Sonoma,San Mateo,0.041286863,18734
3/10/20,Sonoma,San Mateo,0.025888609,17728
3/11/20,Sonoma,San Mateo,0.0226169,17839
3/12/20,Sonoma,San Mateo,0.024720342,17749
3/13/20,Sonoma,San Mateo,0.024696645,16785
3/14/20,Sonoma,San Mateo,0.035735294,16170
3/15/20,Sonoma,San Mateo,0.02868165,13100
3/16/20,Sonoma,San Mateo,0.032727896,13538
3/17/20,Sonoma,San Mateo,0.022539573,13497
3/18/20,Sonoma,San Mateo,0.020211385,10477
3/19/20,Sonoma,San Mateo,0.017156863,10340
3/20/20,Sonoma,San Mateo,0.015642212,9120
3/21/20,Sonoma,San Mateo,0.018219833,6567
3/22/20,Sonoma,San Mateo,0.019861286,5735
3/23/20,Sonoma,San Mateo,0.013752053,9363
3/24/20,Sonoma,San Mateo,0.011803012,9294
3/25/20,Sonoma,San Mateo,0.012460401,9052
3/26/20,Sonoma,San Mateo,0.011048572,9331
3/27/20,Sonoma,San Mateo,0.012131353,9211
3/28/20,Sonoma,San Mateo,0.0147732,9004
3/29/20,Sonoma,San Mateo,0.009767442,8028
3/30/20,Sonoma,San Mateo,0.008597285,8548
3/31/20,Sonoma,San Mateo,0.013425725,9093
3/2/20,Sonoma,Santa Clara,0.026436197,34488
3/3/20,Sonoma,Santa Clara,0.012545302,34533
3/4/20,Sonoma,Santa Clara,0.009703504,35119
3/5/20,Sonoma,Santa Clara,0.010878434,34789
3/6/20,Sonoma,Santa Clara,0.013616558,34503
3/7/20,Sonoma,Santa Clara,0.018744014,32776
3/8/20,Sonoma,Santa Clara,0.020904031,31078
3/9/20,Sonoma,Santa Clara,0.026809651,32668
3/10/20,Sonoma,Santa Clara,0.010355444,32383
3/11/20,Sonoma,Santa Clara,0.010545303,32203
3/12/20,Sonoma,Santa Clara,0.011600608,31899
3/13/20,Sonoma,Santa Clara,0.011420414,30478
3/14/20,Sonoma,Santa Clara,0.018088235,29007
3/15/20,Sonoma,Santa Clara,0.013082858,24621
3/16/20,Sonoma,Santa Clara,0.02107608,24672
3/17/20,Sonoma,Santa Clara,0.013592567,25270
3/18/20,Sonoma,Santa Clara,0.011496384,20472
3/19/20,Sonoma,Santa Clara,0.009191176,20485
3/20/20,Sonoma,Santa Clara,0.007931262,18337
3/21/20,Sonoma,Santa Clara,0.009557945,13619
3/22/20,Sonoma,Santa Clara,0.009142497,12587
3/23/20,Sonoma,Santa Clara,0.008004926,18647
3/24/20,Sonoma,Santa Clara,0.008750509,19127
3/25/20,Sonoma,Santa Clara,0.008658923,18937
3/26/20,Sonoma,Santa Clara,0.005211591,18959
3/27/20,Sonoma,Santa Clara,0.007948128,19004
3/28/20,Sonoma,Santa Clara,0.011652102,18478
3/29/20,Sonoma,Santa Clara,0.007209302,17208
3/30/20,Sonoma,Santa Clara,0.007013575,17884
3/31/20,Sonoma,Santa Clara,0.010177566,18675
3/2/20,Sonoma,Solano,0.158617184,13192
3/3/20,Sonoma,Solano,0.094368553,10854
3/4/20,Sonoma,Solano,0.103638814,11018
3/5/20,Sonoma,Solano,0.097905902,11064
3/6/20,Sonoma,Solano,0.108796296,11230
3/7/20,Sonoma,Solano,0.125051307,11961
3/8/20,Sonoma,Solano,0.137912312,11968
3/9/20,Sonoma,Solano,0.147050938,12733
3/10/20,Sonoma,Solano,0.097397145,10732
3/11/20,Sonoma,Solano,0.09948661,10765
3/12/20,Sonoma,Solano,0.106200801,10848
3/13/20,Sonoma,Solano,0.100785154,10593
3/14/20,Sonoma,Solano,0.113529412,10615
3/15/20,Sonoma,Solano,0.099463267,9103
3/16/20,Sonoma,Solano,0.119431117,9433
3/17/20,Sonoma,Solano,0.104955265,9176
3/18/20,Sonoma,Solano,0.103652883,8559
3/19/20,Sonoma,Solano,0.099060458,8189
3/20/20,Sonoma,Solano,0.105970478,7346
3/21/20,Sonoma,Solano,0.103942652,5428
3/22/20,Sonoma,Solano,0.081021438,4684
3/23/20,Sonoma,Solano,0.089696223,7267
3/24/20,Sonoma,Solano,0.080993081,7246
3/25/20,Sonoma,Solano,0.089757128,7178
3/26/20,Sonoma,Solano,0.088388576,7298
3/27/20,Sonoma,Solano,0.083664505,7286
3/28/20,Sonoma,Solano,0.08281315,7097
3/29/20,Sonoma,Solano,0.067674419,6177
3/30/20,Sonoma,Solano,0.086425339,6765
3/31/20,Sonoma,Solano,0.088999567,7101
