date,Hub,Spoke,Value,Device sample
3/2/20,Alameda,Contra Costa,0.386090356,28505
3/3/20,Alameda,Contra Costa,0.328876541,25960
3/4/20,Alameda,Contra Costa,0.334051969,26515
3/5/20,Alameda,Contra Costa,0.332070959,26334
3/6/20,Alameda,Contra Costa,0.338323013,26381
3/7/20,Alameda,Contra Costa,0.360538014,26550
3/8/20,Alameda,Contra Costa,0.367126989,25897
3/9/20,Alameda,Contra Costa,0.386125212,27274
3/10/20,Alameda,Contra Costa,0.329363883,25291
3/11/20,Alameda,Contra Costa,0.331065896,25576
3/12/20,Alameda,Contra Costa,0.328915296,25432
3/13/20,Alameda,Contra Costa,0.324801834,24536
3/14/20,Alameda,Contra Costa,0.334295765,23917
3/15/20,Alameda,Contra Costa,0.303518187,20503
3/16/20,Alameda,Contra Costa,0.327013299,20675
3/17/20,Alameda,Contra Costa,0.300944978,20394
3/18/20,Alameda,Contra Costa,0.262125604,16802
3/19/20,Alameda,Contra Costa,0.256613629,16919
3/20/20,Alameda,Contra Costa,0.269151921,15293
3/21/20,Alameda,Contra Costa,0.262332332,11168
3/22/20,Alameda,Contra Costa,0.217741936,10050
3/23/20,Alameda,Contra Costa,0.252850985,15816
3/24/20,Alameda,Contra Costa,0.243569387,15589
3/25/20,Alameda,Contra Costa,0.23934338,15397
3/26/20,Alameda,Contra Costa,0.244858342,15791
3/27/20,Alameda,Contra Costa,0.243938989,15620
3/28/20,Alameda,Contra Costa,0.24925274,15491
3/29/20,Alameda,Contra Costa,0.203597349,13748
3/30/20,Alameda,Contra Costa,0.243946033,14754
3/31/20,Alameda,Contra Costa,0.246799045,15430
3/2/20,Alameda,did not enter other counties,0.362309526,37341
3/3/20,Alameda,did not enter other counties,0.429877872,34554
3/4/20,Alameda,did not enter other counties,0.422926359,35252
3/5/20,Alameda,did not enter other counties,0.425752442,35119
3/6/20,Alameda,did not enter other counties,0.418763847,35206
3/7/20,Alameda,did not enter other counties,0.400604126,35092
3/8/20,Alameda,did not enter other counties,0.411768238,33310
3/9/20,Alameda,did not enter other counties,0.365397631,35460
3/10/20,Alameda,did not enter other counties,0.442960507,33170
3/11/20,Alameda,did not enter other counties,0.445626442,33371
3/12/20,Alameda,did not enter other counties,0.450517977,32820
3/13/20,Alameda,did not enter other counties,0.458504441,31413
3/14/20,Alameda,did not enter other counties,0.458217178,30132
3/15/20,Alameda,did not enter other counties,0.515205725,25155
3/16/20,Alameda,did not enter other counties,0.468496762,25791
3/17/20,Alameda,did not enter other counties,0.506249047,26244
3/18/20,Alameda,did not enter other counties,0.58236715,20700
3/19/20,Alameda,did not enter other counties,0.589350486,20677
3/20/20,Alameda,did not enter other counties,0.572129909,18536
3/21/20,Alameda,did not enter other counties,0.587993843,13643
3/22/20,Alameda,did not enter other counties,0.662733447,11780
3/23/20,Alameda,did not enter other counties,0.608501119,18327
3/24/20,Alameda,did not enter other counties,0.611834445,18894
3/25/20,Alameda,did not enter other counties,0.611517761,18580
3/26/20,Alameda,did not enter other counties,0.607135362,19060
3/27/20,Alameda,did not enter other counties,0.607599679,18685
3/28/20,Alameda,did not enter other counties,0.614579874,18066
3/29/20,Alameda,did not enter other counties,0.686273272,15845
3/30/20,Alameda,did not enter other counties,0.620733395,17344
3/31/20,Alameda,did not enter other counties,0.610894097,18432
3/2/20,Alameda,Marin,0.032725422,5323
3/3/20,Alameda,Marin,0.021213174,4422
3/4/20,Alameda,Marin,0.023714967,4625
3/5/20,Alameda,Marin,0.02252342,4670
3/6/20,Alameda,Marin,0.024541271,4703
3/7/20,Alameda,Marin,0.026672746,4675
3/8/20,Alameda,Marin,0.030681477,4692
3/9/20,Alameda,Marin,0.03141568,4946
3/10/20,Alameda,Marin,0.023123304,4429
3/11/20,Alameda,Marin,0.021395823,4389
3/12/20,Alameda,Marin,0.023430835,4498
3/13/20,Alameda,Marin,0.023206953,4202
3/14/20,Alameda,Marin,0.024160361,4185
3/15/20,Alameda,Marin,0.02321606,3431
3/16/20,Alameda,Marin,0.025822962,3608
3/17/20,Alameda,Marin,0.0202713,3332
3/18/20,Alameda,Marin,0.017971014,2726
3/19/20,Alameda,Marin,0.018329545,2623
3/20/20,Alameda,Marin,0.018234786,2427
3/21/20,Alameda,Marin,0.019057392,1774
3/22/20,Alameda,Marin,0.022156197,1602
3/23/20,Alameda,Marin,0.019915971,2635
3/24/20,Alameda,Marin,0.017307082,2348
3/25/20,Alameda,Marin,0.016200215,2333
3/26/20,Alameda,Marin,0.016054565,2422
3/27/20,Alameda,Marin,0.01605566,2375
3/28/20,Alameda,Marin,0.017436068,2435
3/29/20,Alameda,Marin,0.016598296,2115
3/30/20,Alameda,Marin,0.016028598,2199
3/31/20,Alameda,Marin,0.017361111,2362
3/2/20,Alameda,Napa,0.040866608,5618
3/3/20,Alameda,Napa,0.025062221,4344
3/4/20,Alameda,Napa,0.024424146,4465
3/5/20,Alameda,Napa,0.025029186,4431
3/6/20,Alameda,Napa,0.028432654,4632
3/7/20,Alameda,Napa,0.035478172,4911
3/8/20,Alameda,Napa,0.038787151,4886
3/9/20,Alameda,Napa,0.042639594,5357
3/10/20,Alameda,Napa,0.026409406,4326
3/11/20,Alameda,Napa,0.025860777,4408
3/12/20,Alameda,Napa,0.026112127,4509
3/13/20,Alameda,Napa,0.025307994,4187
3/14/20,Alameda,Napa,0.027943714,4198
3/15/20,Alameda,Napa,0.029377857,3540
3/16/20,Alameda,Napa,0.035477492,3790
3/17/20,Alameda,Napa,0.028158817,3605
3/18/20,Alameda,Napa,0.027777778,3227
3/19/20,Alameda,Napa,0.025680708,3073
3/20/20,Alameda,Napa,0.026111351,2794
3/21/20,Alameda,Napa,0.019277285,1783
3/22/20,Alameda,Napa,0.014516129,1390
3/23/20,Alameda,Napa,0.021716593,2567
3/24/20,Alameda,Napa,0.023711231,2625
3/25/20,Alameda,Napa,0.022874058,2513
3/26/20,Alameda,Napa,0.024763903,2674
3/27/20,Alameda,Napa,0.023708857,2602
3/28/20,Alameda,Napa,0.023358796,2509
3/29/20,Alameda,Napa,0.015020511,2006
3/30/20,Alameda,Napa,0.023523985,2441
3/31/20,Alameda,Napa,0.0234375,2554
3/2/20,Alameda,Sacramento,0.062130098,31896
3/3/20,Alameda,Sacramento,0.028679748,31802
3/4/20,Alameda,Sacramento,0.027572904,32037
3/5/20,Alameda,Sacramento,0.028930209,32020
3/6/20,Alameda,Sacramento,0.031926376,31919
3/7/20,Alameda,Sacramento,0.054627835,30911
3/8/20,Alameda,Sacramento,0.051876313,29682
3/9/20,Alameda,Sacramento,0.06999436,30505
3/10/20,Alameda,Sacramento,0.030931565,30514
3/11/20,Alameda,Sacramento,0.031074885,30877
3/12/20,Alameda,Sacramento,0.029646557,30800
3/13/20,Alameda,Sacramento,0.029541909,29591
3/14/20,Alameda,Sacramento,0.038995088,28442
3/15/20,Alameda,Sacramento,0.03335321,25340
3/16/20,Alameda,Sacramento,0.040905742,24923
3/17/20,Alameda,Sacramento,0.031626276,26163
3/18/20,Alameda,Sacramento,0.029806763,25300
3/19/20,Alameda,Sacramento,0.027179958,24455
3/20/20,Alameda,Sacramento,0.029024601,21986
3/21/20,Alameda,Sacramento,0.030565125,15430
3/22/20,Alameda,Sacramento,0.020967742,14583
3/23/20,Alameda,Sacramento,0.026845638,21120
3/24/20,Alameda,Sacramento,0.025193183,22005
3/25/20,Alameda,Sacramento,0.026372443,21690
3/26/20,Alameda,Sacramento,0.027649528,21929
3/27/20,Alameda,Sacramento,0.027401659,21679
3/28/20,Alameda,Sacramento,0.028340529,21263
3/29/20,Alameda,Sacramento,0.016408962,19623
3/30/20,Alameda,Sacramento,0.025426661,20294
3/31/20,Alameda,Sacramento,0.025824653,21116
3/2/20,Alameda,San Francisco,0.16330575,16571
3/3/20,Alameda,San Francisco,0.150981073,15985
3/4/20,Alameda,San Francisco,0.152587087,16288
3/5/20,Alameda,San Francisco,0.155926991,16382
3/6/20,Alameda,San Francisco,0.159177413,16379
3/7/20,Alameda,San Francisco,0.157585775,15562
3/8/20,Alameda,San Francisco,0.141669168,13832
3/9/20,Alameda,San Francisco,0.15857304,15183
3/10/20,Alameda,San Francisco,0.142930359,14509
3/11/20,Alameda,San Francisco,0.144137125,14663
3/12/20,Alameda,San Francisco,0.137446679,14190
3/13/20,Alameda,San Francisco,0.132397415,13160
3/14/20,Alameda,San Francisco,0.128302137,12460
3/15/20,Alameda,San Francisco,0.106539455,9834
3/16/20,Alameda,San Francisco,0.125121166,10610
3/17/20,Alameda,San Francisco,0.11640756,10378
3/18/20,Alameda,San Francisco,0.094589372,7831
3/19/20,Alameda,San Francisco,0.093775693,7781
3/20/20,Alameda,San Francisco,0.097917566,6948
3/21/20,Alameda,San Francisco,0.09279484,5082
3/22/20,Alameda,San Francisco,0.073599321,4329
3/23/20,Alameda,San Francisco,0.086866372,7106
3/24/20,Alameda,San Francisco,0.086059066,7003
3/25/20,Alameda,San Francisco,0.087459634,6913
3/26/20,Alameda,San Francisco,0.089034627,7084
3/27/20,Alameda,San Francisco,0.085897779,6963
3/28/20,Alameda,San Francisco,0.081921842,6671
3/29/20,Alameda,San Francisco,0.066456295,5768
3/30/20,Alameda,San Francisco,0.083198801,6327
3/31/20,Alameda,San Francisco,0.085883247,6770
3/2/20,Alameda,San Mateo,0.147291181,20335
3/3/20,Alameda,San Mateo,0.127568444,19353
3/4/20,Alameda,San Mateo,0.128928855,19617
3/5/20,Alameda,San Mateo,0.129474074,19485
3/6/20,Alameda,San Mateo,0.134749759,19563
3/7/20,Alameda,San Mateo,0.138094153,18653
3/8/20,Alameda,San Mateo,0.12455719,17357
3/9/20,Alameda,San Mateo,0.142893401,18734
3/10/20,Alameda,San Mateo,0.121706361,17728
3/11/20,Alameda,San Mateo,0.118635941,17839
3/12/20,Alameda,San Mateo,0.119530774,17749
3/13/20,Alameda,San Mateo,0.118231306,16785
3/14/20,Alameda,San Mateo,0.120071685,16170
3/15/20,Alameda,San Mateo,0.104074737,13100
3/16/20,Alameda,San Mateo,0.11504013,13538
3/17/20,Alameda,San Mateo,0.105052583,13497
3/18/20,Alameda,San Mateo,0.092077295,10477
3/19/20,Alameda,San Mateo,0.088504135,10340
3/20/20,Alameda,San Mateo,0.092360811,9120
3/21/20,Alameda,San Mateo,0.088030492,6567
3/22/20,Alameda,San Mateo,0.075042445,5735
3/23/20,Alameda,San Mateo,0.079118241,9363
3/24/20,Alameda,San Mateo,0.082618821,9294
3/25/20,Alameda,San Mateo,0.082938644,9052
3/26/20,Alameda,San Mateo,0.082686254,9331
3/27/20,Alameda,San Mateo,0.079368477,9211
3/28/20,Alameda,San Mateo,0.076884756,9004
3/29/20,Alameda,San Mateo,0.06304828,8028
3/30/20,Alameda,San Mateo,0.076971863,8548
3/31/20,Alameda,San Mateo,0.081380208,9093
3/2/20,Alameda,Santa Clara,0.213947136,34488
3/3/20,Alameda,Santa Clara,0.176622099,34533
3/4/20,Alameda,Santa Clara,0.179535913,35119
3/5/20,Alameda,Santa Clara,0.177055155,34789
3/6/20,Alameda,Santa Clara,0.182866557,34503
3/7/20,Alameda,Santa Clara,0.188960447,32776
3/8/20,Alameda,Santa Clara,0.195737016,31078
3/9/20,Alameda,Santa Clara,0.215397631,32668
3/10/20,Alameda,Santa Clara,0.171570696,32383
3/11/20,Alameda,Santa Clara,0.164304336,32203
3/12/20,Alameda,Santa Clara,0.162492383,31899
3/13/20,Alameda,Santa Clara,0.159297106,30478
3/14/20,Alameda,Santa Clara,0.162783752,29007
3/15/20,Alameda,Santa Clara,0.146173723,24621
3/16/20,Alameda,Santa Clara,0.16327401,24672
3/17/20,Alameda,Santa Clara,0.146890718,25270
3/18/20,Alameda,Santa Clara,0.117342995,20472
3/19/20,Alameda,Santa Clara,0.116602989,20485
3/20/20,Alameda,Santa Clara,0.12440656,18337
3/21/20,Alameda,Santa Clara,0.119988272,13619
3/22/20,Alameda,Santa Clara,0.095755518,12587
3/23/20,Alameda,Santa Clara,0.105963878,18647
3/24/20,Alameda,Santa Clara,0.107917858,19127
3/25/20,Alameda,Santa Clara,0.110010764,18937
3/26/20,Alameda,Santa Clara,0.110650577,18959
3/27/20,Alameda,Santa Clara,0.113245919,19004
3/28/20,Alameda,Santa Clara,0.106775158,18478
3/29/20,Alameda,Santa Clara,0.084506153,17208
3/30/20,Alameda,Santa Clara,0.101994926,17884
3/31/20,Alameda,Santa Clara,0.109863281,18675
3/2/20,Alameda,Solano,0.094427037,13192
3/3/20,Alameda,Solano,0.059182728,10854
3/4/20,Alameda,Solano,0.056876206,11018
3/5/20,Alameda,Solano,0.058913978,11064
3/6/20,Alameda,Solano,0.063398284,11230
3/7/20,Alameda,Solano,0.084093241,11961
3/8/20,Alameda,Solano,0.083968778,11968
3/9/20,Alameda,Solano,0.09678511,12733
3/10/20,Alameda,Solano,0.061621948,10732
3/11/20,Alameda,Solano,0.059632615,10765
3/12/20,Alameda,Solano,0.058988422,10848
3/13/20,Alameda,Solano,0.059752332,10593
3/14/20,Alameda,Solano,0.069162352,10615
3/15/20,Alameda,Solano,0.062015504,9103
3/16/20,Alameda,Solano,0.076150595,9433
3/17/20,Alameda,Solano,0.062071331,9176
3/18/20,Alameda,Solano,0.060338164,8559
3/19/20,Alameda,Solano,0.056294433,8189
3/20/20,Alameda,Solano,0.060962451,7346
3/21/20,Alameda,Solano,0.062669501,5428
3/22/20,Alameda,Solano,0.046689304,4684
3/23/20,Alameda,Solano,0.051454139,7267
3/24/20,Alameda,Solano,0.052080025,7246
3/25/20,Alameda,Solano,0.051076426,7178
3/26/20,Alameda,Solano,0.052833158,7298
3/27/20,Alameda,Solano,0.051966818,7286
3/28/20,Alameda,Solano,0.052363556,7097
3/29/20,Alameda,Solano,0.034395708,6177
3/30/20,Alameda,Solano,0.050853321,6765
3/31/20,Alameda,Solano,0.050998264,7101
3/2/20,Alameda,Sonoma,0.017674942,7868
3/3/20,Alameda,Sonoma,0.009781791,7174
3/4/20,Alameda,Sonoma,0.010609327,7420
3/5/20,Alameda,Sonoma,0.009595945,7354
3/6/20,Alameda,Sonoma,0.011304891,7344
3/7/20,Alameda,Sonoma,0.01402029,7309
3/8/20,Alameda,Sonoma,0.015821075,7367
3/9/20,Alameda,Sonoma,0.01748449,7460
3/10/20,Alameda,Sonoma,0.010762737,7146
3/11/20,Alameda,Sonoma,0.010637979,7207
3/12/20,Alameda,Sonoma,0.011060329,7241
3/13/20,Alameda,Sonoma,0.011937733,7005
3/14/20,Alameda,Sonoma,0.012511616,6800
3/15/20,Alameda,Sonoma,0.012721129,5962
3/16/20,Alameda,Sonoma,0.015470513,5836
3/17/20,Alameda,Sonoma,0.010631001,5812
3/18/20,Alameda,Sonoma,0.011256039,5393
3/19/20,Alameda,Sonoma,0.010833293,4896
3/20/20,Alameda,Sonoma,0.010789814,4539
3/21/20,Alameda,Sonoma,0.010261673,3348
3/22/20,Alameda,Sonoma,0.011120543,3172
3/23/20,Alameda,Sonoma,0.009439625,4872
3/24/20,Alameda,Sonoma,0.009473907,4914
3/25/20,Alameda,Sonoma,0.009041981,4735
3/26/20,Alameda,Sonoma,0.008079748,4797
3/27/20,Alameda,Sonoma,0.008777094,4781
3/28/20,Alameda,Sonoma,0.009852762,4806
3/29/20,Alameda,Sonoma,0.00814137,4300
3/30/20,Alameda,Sonoma,0.007783672,4420
3/31/20,Alameda,Sonoma,0.00906033,4618
3/2/20,Contra Costa,Alameda,0.505770917,37341
3/3/20,Contra Costa,Alameda,0.437750385,34554
3/4/20,Contra Costa,Alameda,0.444125966,35252
3/5/20,Contra Costa,Alameda,0.442849548,35119
3/6/20,Contra Costa,Alameda,0.451499185,35206
3/7/20,Contra Costa,Alameda,0.47653484,35092
3/8/20,Contra Costa,Alameda,0.472216859,33310
3/9/20,Contra Costa,Alameda,0.502016573,35460
3/10/20,Contra Costa,Alameda,0.431971848,33170
3/11/20,Contra Costa,Alameda,0.43196747,33371
3/12/20,Contra Costa,Alameda,0.424465241,32820
3/13/20,Contra Costa,Alameda,0.415837952,31413
3/14/20,Contra Costa,Alameda,0.421164862,30132
3/15/20,Contra Costa,Alameda,0.372384529,25155
3/16/20,Contra Costa,Alameda,0.407932285,25791
3/17/20,Contra Costa,Alameda,0.387270766,26244
3/18/20,Contra Costa,Alameda,0.322937746,20700
3/19/20,Contra Costa,Alameda,0.313611916,20677
3/20/20,Contra Costa,Alameda,0.326227686,18536
3/21/20,Contra Costa,Alameda,0.320469198,13643
3/22/20,Contra Costa,Alameda,0.255223881,11780
3/23/20,Contra Costa,Alameda,0.292994436,18327
3/24/20,Contra Costa,Alameda,0.29520816,18894
3/25/20,Contra Costa,Alameda,0.288822498,18580
3/26/20,Contra Costa,Alameda,0.295548097,19060
3/27/20,Contra Costa,Alameda,0.291805378,18685
3/28/20,Contra Costa,Alameda,0.290684914,18066
3/29/20,Contra Costa,Alameda,0.234652313,15845
3/30/20,Contra Costa,Alameda,0.28676969,17344
3/31/20,Contra Costa,Alameda,0.294815295,18432
3/2/20,Contra Costa,did not enter other counties,0.397649535,28505
3/3/20,Contra Costa,did not enter other counties,0.4846302,25960
3/4/20,Contra Costa,did not enter other counties,0.474259853,26515
3/5/20,Contra Costa,did not enter other counties,0.475772765,26334
3/6/20,Contra Costa,did not enter other counties,0.471058717,26381
3/7/20,Contra Costa,did not enter other counties,0.4373258,26550
3/8/20,Contra Costa,did not enter other counties,0.437965788,25897
3/9/20,Contra Costa,did not enter other counties,0.398841387,27274
3/10/20,Contra Costa,did not enter other counties,0.49029299,25291
3/11/20,Contra Costa,did not enter other counties,0.488113857,25576
3/12/20,Contra Costa,did not enter other counties,0.494849009,25432
3/13/20,Contra Costa,did not enter other counties,0.502119335,24536
3/14/20,Contra Costa,did not enter other counties,0.493163858,23917
3/15/20,Contra Costa,did not enter other counties,0.554991952,20503
3/16/20,Contra Costa,did not enter other counties,0.504232164,20675
3/17/20,Contra Costa,did not enter other counties,0.535059331,20394
3/18/20,Contra Costa,did not enter other counties,0.598857279,16802
3/19/20,Contra Costa,did not enter other counties,0.611147231,16919
3/20/20,Contra Costa,did not enter other counties,0.595566599,15293
3/21/20,Contra Costa,did not enter other counties,0.597510745,11168
3/22/20,Contra Costa,did not enter other counties,0.680597015,10050
3/23/20,Contra Costa,did not enter other counties,0.640617097,15816
3/24/20,Contra Costa,did not enter other counties,0.638655462,15589
3/25/20,Contra Costa,did not enter other counties,0.642787556,15397
3/26/20,Contra Costa,did not enter other counties,0.634601989,15791
3/27/20,Contra Costa,did not enter other counties,0.639116517,15620
3/28/20,Contra Costa,did not enter other counties,0.641598347,15491
3/29/20,Contra Costa,did not enter other counties,0.711448938,13748
3/30/20,Contra Costa,did not enter other counties,0.646875424,14754
3/31/20,Contra Costa,did not enter other counties,0.635580039,15430
3/2/20,Contra Costa,Marin,0.050271882,5323
3/3/20,Contra Costa,Marin,0.03751926,4422
3/4/20,Contra Costa,Marin,0.041636809,4625
3/5/20,Contra Costa,Marin,0.039986329,4670
3/6/20,Contra Costa,Marin,0.041886206,4703
3/7/20,Contra Costa,Marin,0.044180791,4675
3/8/20,Contra Costa,Marin,0.044136386,4692
3/9/20,Contra Costa,Marin,0.047701107,4946
3/10/20,Contra Costa,Marin,0.039697916,4429
3/11/20,Contra Costa,Marin,0.038356272,4389
3/12/20,Contra Costa,Marin,0.039674426,4498
3/13/20,Contra Costa,Marin,0.039044669,4202
3/14/20,Contra Costa,Marin,0.040431492,4185
3/15/20,Contra Costa,Marin,0.035799639,3431
3/16/20,Contra Costa,Marin,0.038307134,3608
3/17/20,Contra Costa,Marin,0.034716093,3332
3/18/20,Contra Costa,Marin,0.031186763,2726
3/19/20,Contra Costa,Marin,0.030793782,2623
3/20/20,Contra Costa,Marin,0.031125351,2427
3/21/20,Contra Costa,Marin,0.033040831,1774
3/22/20,Contra Costa,Marin,0.029950249,1602
3/23/20,Contra Costa,Marin,0.029147699,2635
3/24/20,Contra Costa,Marin,0.028738213,2348
3/25/20,Contra Costa,Marin,0.027732675,2333
3/26/20,Contra Costa,Marin,0.028940536,2422
3/27/20,Contra Costa,Marin,0.026632522,2375
3/28/20,Contra Costa,Marin,0.02930734,2435
3/29/20,Contra Costa,Marin,0.024003491,2115
3/30/20,Contra Costa,Marin,0.026162397,2199
3/31/20,Contra Costa,Marin,0.029228775,2362
3/2/20,Contra Costa,Napa,0.07556569,5618
3/3/20,Contra Costa,Napa,0.049422188,4344
3/4/20,Contra Costa,Napa,0.049745427,4465
3/5/20,Contra Costa,Napa,0.049631655,4431
3/6/20,Contra Costa,Napa,0.054850082,4632
3/7/20,Contra Costa,Napa,0.065461394,4911
3/8/20,Contra Costa,Napa,0.071359617,4886
3/9/20,Contra Costa,Napa,0.076923077,5357
3/10/20,Contra Costa,Napa,0.0521134,4326
3/11/20,Contra Costa,Napa,0.051806381,4408
3/12/20,Contra Costa,Napa,0.051824473,4509
3/13/20,Contra Costa,Napa,0.049274535,4187
3/14/20,Contra Costa,Napa,0.051553288,4198
3/15/20,Contra Costa,Napa,0.052089938,3540
3/16/20,Contra Costa,Napa,0.063555018,3790
3/17/20,Contra Costa,Napa,0.052662548,3605
3/18/20,Contra Costa,Napa,0.050589216,3227
3/19/20,Contra Costa,Napa,0.046752172,3073
3/20/20,Contra Costa,Napa,0.048257373,2794
3/21/20,Contra Costa,Napa,0.03590616,1783
3/22/20,Contra Costa,Napa,0.027064677,1390
3/23/20,Contra Costa,Napa,0.039896308,2567
3/24/20,Contra Costa,Napa,0.043171467,2625
3/25/20,Contra Costa,Napa,0.04325518,2513
3/26/20,Contra Costa,Napa,0.045342284,2674
3/27/20,Contra Costa,Napa,0.041805378,2602
3/28/20,Contra Costa,Napa,0.039700471,2509
3/29/20,Contra Costa,Napa,0.028367763,2006
3/30/20,Contra Costa,Napa,0.04134472,2441
3/31/20,Contra Costa,Napa,0.042384964,2554
3/2/20,Contra Costa,Sacramento,0.087738993,31896
3/3/20,Contra Costa,Sacramento,0.048228043,31802
3/4/20,Contra Costa,Sacramento,0.047293985,32037
3/5/20,Contra Costa,Sacramento,0.046859573,32020
3/6/20,Contra Costa,Sacramento,0.050187635,31919
3/7/20,Contra Costa,Sacramento,0.077062147,30911
3/8/20,Contra Costa,Sacramento,0.074526007,29682
3/9/20,Contra Costa,Sacramento,0.09507223,30505
3/10/20,Contra Costa,Sacramento,0.047843106,30514
3/11/20,Contra Costa,Sacramento,0.048834845,30877
3/12/20,Contra Costa,Sacramento,0.046791444,30800
3/13/20,Contra Costa,Sacramento,0.045076622,29591
3/14/20,Contra Costa,Sacramento,0.056403395,28442
3/15/20,Contra Costa,Sacramento,0.046285909,25340
3/16/20,Contra Costa,Sacramento,0.057750907,24923
3/17/20,Contra Costa,Sacramento,0.048788859,26163
3/18/20,Contra Costa,Sacramento,0.046065945,25300
3/19/20,Contra Costa,Sacramento,0.042378391,24455
3/20/20,Contra Costa,Sacramento,0.043091611,21986
3/21/20,Contra Costa,Sacramento,0.048800143,15430
3/22/20,Contra Costa,Sacramento,0.034527363,14583
3/23/20,Contra Costa,Sacramento,0.03698786,21120
3/24/20,Contra Costa,Sacramento,0.038232087,22005
3/25/20,Contra Costa,Sacramento,0.037734624,21690
3/26/20,Contra Costa,Sacramento,0.041669305,21929
3/27/20,Contra Costa,Sacramento,0.04078105,21679
3/28/20,Contra Costa,Sacramento,0.04092699,21263
3/29/20,Contra Costa,Sacramento,0.025530986,19623
3/30/20,Contra Costa,Sacramento,0.038701369,20294
3/31/20,Contra Costa,Sacramento,0.038302009,21116
3/2/20,Contra Costa,San Francisco,0.131801438,16571
3/3/20,Contra Costa,San Francisco,0.111402157,15985
3/4/20,Contra Costa,San Francisco,0.113558363,16288
3/5/20,Contra Costa,San Francisco,0.11559201,16382
3/6/20,Contra Costa,San Francisco,0.120579205,16379
3/7/20,Contra Costa,San Francisco,0.124934087,15562
3/8/20,Contra Costa,San Francisco,0.109703827,13832
3/9/20,Contra Costa,San Francisco,0.129940603,15183
3/10/20,Contra Costa,San Francisco,0.104938516,14509
3/11/20,Contra Costa,San Francisco,0.106467,14663
3/12/20,Contra Costa,San Francisco,0.101604278,14190
3/13/20,Contra Costa,San Francisco,0.099404956,13160
3/14/20,Contra Costa,San Francisco,0.1002216,12460
3/15/20,Contra Costa,San Francisco,0.080134614,9834
3/16/20,Contra Costa,San Francisco,0.098814994,10610
3/17/20,Contra Costa,San Francisco,0.088212219,10378
3/18/20,Contra Costa,San Francisco,0.07213427,7831
3/19/20,Contra Costa,San Francisco,0.070926178,7781
3/20/20,Contra Costa,San Francisco,0.074870856,6948
3/21/20,Contra Costa,San Francisco,0.073603152,5082
3/22/20,Contra Costa,San Francisco,0.05641791,4329
3/23/20,Contra Costa,San Francisco,0.065376834,7106
3/24/20,Contra Costa,San Francisco,0.063698762,7003
3/25/20,Contra Costa,San Francisco,0.063908554,6913
3/26/20,Contra Costa,San Francisco,0.067316826,7084
3/27/20,Contra Costa,San Francisco,0.062740077,6963
3/28/20,Contra Costa,San Francisco,0.062036021,6671
3/29/20,Contra Costa,San Francisco,0.046479488,5768
3/30/20,Contra Costa,San Francisco,0.063440423,6327
3/31/20,Contra Costa,San Francisco,0.062929358,6770
3/2/20,Contra Costa,San Mateo,0.079705315,20335
3/3/20,Contra Costa,San Mateo,0.057627119,19353
3/4/20,Contra Costa,San Mateo,0.058608335,19617
3/5/20,Contra Costa,San Mateo,0.059011164,19485
3/6/20,Contra Costa,San Mateo,0.064971002,19563
3/7/20,Contra Costa,San Mateo,0.071826742,18653
3/8/20,Contra Costa,San Mateo,0.070471483,17357
3/9/20,Contra Costa,San Mateo,0.078939649,18734
3/10/20,Contra Costa,San Mateo,0.054999802,17728
3/11/20,Contra Costa,San Mateo,0.053995934,17839
3/12/20,Contra Costa,San Mateo,0.053947782,17749
3/13/20,Contra Costa,San Mateo,0.054206065,16785
3/14/20,Contra Costa,San Mateo,0.061964293,16170
3/15/20,Contra Costa,San Mateo,0.052577672,13100
3/16/20,Contra Costa,San Mateo,0.060798065,13538
3/17/20,Contra Costa,San Mateo,0.048837894,13497
3/18/20,Contra Costa,San Mateo,0.043566242,10477
3/19/20,Contra Costa,San Mateo,0.040900762,10340
3/20/20,Contra Costa,San Mateo,0.045576408,9120
3/21/20,Contra Costa,San Mateo,0.046024355,6567
3/22/20,Contra Costa,San Mateo,0.03800995,5735
3/23/20,Contra Costa,San Mateo,0.036165908,9363
3/24/20,Contra Costa,San Mateo,0.037013279,9294
3/25/20,Contra Costa,San Mateo,0.03585114,9052
3/26/20,Contra Costa,San Mateo,0.036856437,9331
3/27/20,Contra Costa,San Mateo,0.034507042,9211
3/28/20,Contra Costa,San Mateo,0.035117165,9004
3/29/20,Contra Costa,San Mateo,0.028513238,8028
3/30/20,Contra Costa,San Mateo,0.035176901,8548
3/31/20,Contra Costa,San Mateo,0.036098509,9093
3/2/20,Contra Costa,Santa Clara,0.081564638,34488
3/3/20,Contra Costa,Santa Clara,0.048998459,34533
3/4/20,Contra Costa,Santa Clara,0.051103149,35119
3/5/20,Contra Costa,Santa Clara,0.049289891,34789
3/6/20,Contra Costa,Santa Clara,0.055873545,34503
3/7/20,Contra Costa,Santa Clara,0.066440678,32776
3/8/20,Contra Costa,Santa Clara,0.076572576,31078
3/9/20,Contra Costa,Santa Clara,0.083926083,32668
3/10/20,Contra Costa,Santa Clara,0.051203986,32383
3/11/20,Contra Costa,Santa Clara,0.045706913,32203
3/12/20,Contra Costa,Santa Clara,0.044550173,31899
3/13/20,Contra Costa,Santa Clara,0.043487121,30478
3/14/20,Contra Costa,Santa Clara,0.048584689,29007
3/15/20,Contra Costa,Santa Clara,0.04731015,24621
3/16/20,Contra Costa,Santa Clara,0.05407497,24672
